Date,Discharge
1/25/1953,10100
1/26/1953,5200
1/27/1953,3300
1/28/1953,3000
1/29/1953,2590
1/30/1953,1750
1/31/1953,1600
2/1/1953,1880
2/2/1953,1250
2/3/1953,1250
2/4/1953,1200
2/5/1953,940
2/6/1953,940
2/7/1953,1610
2/8/1953,2240
2/9/1953,1460
2/10/1953,1240
2/11/1953,1080
2/12/1953,1100
2/13/1953,1000
2/14/1953,900
2/15/1953,920
2/16/1953,880
2/17/1953,820
2/18/1953,700
2/19/1953,680
2/20/1953,720
2/21/1953,4870
2/22/1953,5340
2/23/1953,3060
2/24/1953,2400
2/25/1953,2130
2/26/1953,1810
2/27/1953,1650
2/28/1953,1460
3/1/1953,1100
3/2/1953,840
3/3/1953,820
3/4/1953,1300
3/5/1953,1630
3/6/1953,1100
3/7/1953,980
3/8/1953,860
3/9/1953,800
3/10/1953,780
3/11/1953,640
3/12/1953,700
3/13/1953,862
3/14/1953,1120
3/15/1953,1260
3/16/1953,1850
3/17/1953,1900
3/18/1953,1650
3/19/1953,1860
3/20/1953,2100
3/21/1953,1700
3/22/1953,1500
3/23/1953,1380
3/24/1953,2400
3/25/1953,3470
3/26/1953,4810
3/27/1953,5200
3/28/1953,4730
3/29/1953,3660
3/30/1953,2960
3/31/1953,3220
4/1/1953,2560
4/2/1953,2420
4/3/1953,2090
4/4/1953,1780
4/5/1953,1760
4/6/1953,1530
4/7/1953,2900
4/8/1953,3510
4/9/1953,2700
4/10/1953,2540
4/11/1953,2340
4/12/1953,1860
4/13/1953,1860
4/14/1953,1970
4/15/1953,1610
4/16/1953,1590
4/17/1953,1590
4/18/1953,1450
4/19/1953,1590
4/20/1953,1580
4/21/1953,1510
4/22/1953,1390
4/23/1953,1280
4/24/1953,1190
4/25/1953,1130
4/26/1953,1280
4/27/1953,2730
4/28/1953,2590
4/29/1953,2190
4/30/1953,1870
5/1/1953,3020
5/2/1953,4160
5/3/1953,3340
5/4/1953,2740
5/5/1953,3160
5/6/1953,3120
5/7/1953,2540
5/8/1953,2300
5/9/1953,2540
5/10/1953,2080
5/11/1953,1640
5/12/1953,1380
5/13/1953,1620
5/14/1953,1620
5/15/1953,1500
5/16/1953,1690
5/17/1953,2040
5/18/1953,2080
5/19/1953,1700
5/20/1953,1470
5/21/1953,1270
5/22/1953,1120
5/23/1953,1340
5/24/1953,1110
5/25/1953,871
5/26/1953,826
5/27/1953,1020
5/28/1953,890
5/29/1953,724
5/30/1953,724
5/31/1953,783
6/1/1953,660
6/2/1953,540
6/3/1953,470
6/4/1953,420
6/5/1953,450
6/6/1953,450
6/7/1953,490
6/8/1953,410
6/9/1953,360
6/10/1953,310
6/11/1953,270
6/12/1953,240
6/13/1953,280
6/14/1953,290
6/15/1953,250
6/16/1953,210
6/17/1953,190
6/18/1953,175
6/19/1953,165
6/20/1953,155
6/21/1953,150
6/22/1953,155
6/23/1953,140
6/24/1953,130
6/25/1953,120
6/26/1953,165
6/27/1953,371
6/28/1953,205
6/29/1953,550
6/30/1953,594
7/1/1953,322
7/2/1953,251
7/3/1953,223
7/4/1953,193
7/5/1953,166
7/6/1953,153
7/7/1953,140
7/8/1953,135
7/9/1953,174
7/10/1953,153
7/11/1953,148
7/12/1953,128
7/13/1953,117
7/14/1953,110
7/15/1953,103
7/16/1953,97
7/17/1953,93
7/18/1953,89
7/19/1953,85
7/20/1953,91
7/21/1953,87
7/22/1953,83
7/23/1953,93
7/24/1953,142
7/25/1953,131
7/26/1953,106
7/27/1953,93
7/28/1953,83
7/29/1953,75
7/30/1953,93
7/31/1953,79
8/1/1953,70
8/2/1953,70
8/3/1953,66
8/4/1953,62
8/5/1953,62
8/6/1953,62
8/7/1953,58
8/8/1953,54
8/9/1953,54
8/10/1953,56
8/11/1953,58
8/12/1953,58
8/13/1953,56
8/14/1953,500
8/15/1953,668
8/16/1953,332
8/17/1953,235
8/18/1953,185
8/19/1953,153
8/20/1953,133
8/21/1953,117
8/22/1953,101
8/23/1953,93
8/24/1953,83
8/25/1953,75
8/26/1953,68
8/27/1953,65
8/28/1953,58
8/29/1953,54
8/30/1953,50
8/31/1953,48
9/1/1953,45
9/2/1953,45
9/3/1953,44
9/4/1953,44
9/5/1953,58
9/6/1953,193
9/7/1953,607
9/8/1953,983
9/9/1953,417
9/10/1953,284
9/11/1953,217
9/12/1953,182
9/13/1953,168
9/14/1953,260
9/15/1953,214
9/16/1953,177
9/17/1953,158
9/18/1953,143
9/19/1953,135
9/20/1953,131
9/21/1953,131
9/22/1953,148
9/23/1953,140
9/24/1953,130
9/25/1953,124
9/26/1953,114
9/27/1953,110
9/28/1953,106
9/29/1953,98
9/30/1953,94
10/1/1953,86
10/2/1953,80
10/3/1953,76
10/4/1953,72
10/5/1953,76
10/6/1953,193
10/7/1953,472
10/8/1953,438
10/9/1953,301
10/10/1953,235
10/11/1953,205
10/12/1953,185
10/13/1953,171
10/14/1953,163
10/15/1953,150
10/16/1953,140
10/17/1953,131
10/18/1953,126
10/19/1953,117
10/20/1953,110
10/21/1953,106
10/22/1953,101
10/23/1953,97
10/24/1953,95
10/25/1953,95
10/26/1953,91
10/27/1953,89
10/28/1953,108
10/29/1953,134
10/30/1953,461
10/31/1953,555
11/1/1953,379
11/2/1953,333
11/3/1953,308
11/4/1953,281
11/5/1953,258
11/6/1953,235
11/7/1953,235
11/8/1953,235
11/9/1953,242
11/10/1953,268
11/11/1953,294
11/12/1953,315
11/13/1953,312
11/14/1953,322
11/15/1953,318
11/16/1953,312
11/17/1953,356
11/18/1953,344
11/19/1953,326
11/20/1953,315
11/21/1953,308
11/22/1953,298
11/23/1953,1020
11/24/1953,1470
11/25/1953,1160
11/26/1953,1630
11/27/1953,1300
11/28/1953,1100
11/29/1953,964
11/30/1953,858
12/1/1953,783
12/2/1953,736
12/3/1953,652
12/4/1953,599
12/5/1953,696
12/6/1953,1310
12/7/1953,5740
12/8/1953,3750
12/9/1953,2720
12/10/1953,3250
12/11/1953,2460
12/12/1953,1980
12/13/1953,1950
12/14/1953,2000
12/15/1953,2650
12/16/1953,1960
12/17/1953,1550
12/18/1953,1200
12/19/1953,1080
12/20/1953,1100
12/21/1953,1100
12/22/1953,1100
12/23/1953,1090
12/24/1953,820
12/25/1953,700
12/26/1953,720
12/27/1953,660
12/28/1953,610
12/29/1953,574
12/30/1953,548
12/31/1953,480
1/1/1954,380
1/2/1954,380
1/3/1954,480
1/4/1954,460
1/5/1954,400
1/6/1954,420
1/7/1954,340
1/8/1954,245
1/9/1954,250
1/10/1954,330
1/11/1954,310
1/12/1954,280
1/13/1954,270
1/14/1954,260
1/15/1954,290
1/16/1954,300
1/17/1954,290
1/18/1954,250
1/19/1954,270
1/20/1954,380
1/21/1954,2000
1/22/1954,1950
1/23/1954,920
1/24/1954,880
1/25/1954,1000
1/26/1954,1020
1/27/1954,4220
1/28/1954,4860
1/29/1954,2740
1/30/1954,2230
1/31/1954,1730
2/1/1954,1300
2/2/1954,1250
2/3/1954,1200
2/4/1954,1080
2/5/1954,940
2/6/1954,820
2/7/1954,700
2/8/1954,620
2/9/1954,640
2/10/1954,620
2/11/1954,560
2/12/1954,400
2/13/1954,250
2/14/1954,420
2/15/1954,600
2/16/1954,2000
2/17/1954,8100
2/18/1954,7160
2/19/1954,4390
2/20/1954,3280
2/21/1954,3130
2/22/1954,5060
2/23/1954,3520
2/24/1954,2860
2/25/1954,2720
2/26/1954,2210
2/27/1954,1980
2/28/1954,1650
3/1/1954,1660
3/2/1954,2810
3/3/1954,2230
3/4/1954,2150
3/5/1954,1650
3/6/1954,1500
3/7/1954,1300
3/8/1954,1310
3/9/1954,1150
3/10/1954,1130
3/11/1954,1060
3/12/1954,864
3/13/1954,820
3/14/1954,950
3/15/1954,1100
3/16/1954,880
3/17/1954,820
3/18/1954,802
3/19/1954,765
3/20/1954,1360
3/21/1954,1790
3/22/1954,1400
3/23/1954,1420
3/24/1954,1310
3/25/1954,1310
3/26/1954,1890
3/27/1954,1550
3/28/1954,1390
3/29/1954,1390
3/30/1954,1300
3/31/1954,1250
4/1/1954,1140
4/2/1954,1060
4/3/1954,960
4/4/1954,860
4/5/1954,800
4/6/1954,800
4/7/1954,930
4/8/1954,864
4/9/1954,877
4/10/1954,789
4/11/1954,789
4/12/1954,944
4/13/1954,877
4/14/1954,802
4/15/1954,796
4/16/1954,789
4/17/1954,6710
4/18/1954,5130
4/19/1954,3610
4/20/1954,2680
4/21/1954,2070
4/22/1954,1700
4/23/1954,2000
4/24/1954,2040
4/25/1954,1640
4/26/1954,1480
4/27/1954,1720
4/28/1954,2380
4/29/1954,2280
4/30/1954,1820
5/1/1954,1590
5/2/1954,1460
5/3/1954,1330
5/4/1954,2120
5/5/1954,1850
5/6/1954,1500
5/7/1954,1340
5/8/1954,1440
5/9/1954,1620
5/10/1954,2100
5/11/1954,3820
5/12/1954,3040
5/13/1954,2490
5/14/1954,1990
5/15/1954,1650
5/16/1954,1410
5/17/1954,1200
5/18/1954,1020
5/19/1954,884
5/20/1954,808
5/21/1954,808
5/22/1954,1380
5/23/1954,1330
5/24/1954,1030
5/25/1954,910
5/26/1954,820
5/27/1954,713
5/28/1954,651
5/29/1954,713
5/30/1954,808
5/31/1954,662
6/1/1954,540
6/2/1954,668
6/3/1954,646
6/4/1954,619
6/5/1954,566
6/6/1954,515
6/7/1954,476
6/8/1954,416
6/9/1954,363
6/10/1954,327
6/11/1954,691
6/12/1954,442
6/13/1954,1010
6/14/1954,987
6/15/1954,619
6/16/1954,750
6/17/1954,646
6/18/1954,505
6/19/1954,420
6/20/1954,363
6/21/1954,315
6/22/1954,281
6/23/1954,369
6/24/1954,518
6/25/1954,343
6/26/1954,277
6/27/1954,252
6/28/1954,281
6/29/1954,281
6/30/1954,245
7/1/1954,222
7/2/1954,242
7/3/1954,222
7/4/1954,203
7/5/1954,194
7/6/1954,191
7/7/1954,171
7/8/1954,160
7/9/1954,158
7/10/1954,152
7/11/1954,140
7/12/1954,128
7/13/1954,118
7/14/1954,112
7/15/1954,112
7/16/1954,140
7/17/1954,150
7/18/1954,125
7/19/1954,116
7/20/1954,108
7/21/1954,116
7/22/1954,140
7/23/1954,160
7/24/1954,125
7/25/1954,110
7/26/1954,108
7/27/1954,104
7/28/1954,102
7/29/1954,96
7/30/1954,90
7/31/1954,96
8/1/1954,88
8/2/1954,80
8/3/1954,86
8/4/1954,96
8/5/1954,90
8/6/1954,90
8/7/1954,82
8/8/1954,76
8/9/1954,69
8/10/1954,65
8/11/1954,67
8/12/1954,65
8/13/1954,60
8/14/1954,58
8/15/1954,67
8/16/1954,62
8/17/1954,55
8/18/1954,52
8/19/1954,47
8/20/1954,46
8/21/1954,46
8/22/1954,44
8/23/1954,44
8/24/1954,41
8/25/1954,41
8/26/1954,148
8/27/1954,118
8/28/1954,88
8/29/1954,75
8/30/1954,75
8/31/1954,320
9/1/1954,1070
9/2/1954,538
9/3/1954,335
9/4/1954,252
9/5/1954,206
9/6/1954,174
9/7/1954,166
9/8/1954,168
9/9/1954,150
9/10/1954,148
9/11/1954,135
9/12/1954,121
9/13/1954,128
9/14/1954,130
9/15/1954,121
9/16/1954,160
9/17/1954,314
9/18/1954,330
9/19/1954,363
9/20/1954,327
9/21/1954,270
9/22/1954,238
9/23/1954,238
9/24/1954,212
9/25/1954,194
9/26/1954,179
9/27/1954,171
9/28/1954,166
9/29/1954,158
9/30/1954,150
10/1/1954,150
10/2/1954,164
10/3/1954,222
10/4/1954,219
10/5/1954,191
10/6/1954,158
10/7/1954,140
10/8/1954,130
10/9/1954,121
10/10/1954,116
10/11/1954,118
10/12/1954,118
10/13/1954,116
10/14/1954,112
10/15/1954,118
10/16/1954,118
10/17/1954,112
10/18/1954,150
10/19/1954,140
10/20/1954,138
10/21/1954,183
10/22/1954,235
10/23/1954,185
10/24/1954,166
10/25/1954,152
10/26/1954,145
10/27/1954,145
10/28/1954,152
10/29/1954,222
10/30/1954,212
10/31/1954,222
11/1/1954,228
11/2/1954,313
11/3/1954,3550
11/4/1954,4220
11/5/1954,3180
11/6/1954,2410
11/7/1954,1900
11/8/1954,1620
11/9/1954,1540
11/10/1954,1300
11/11/1954,1120
11/12/1954,1050
11/13/1954,985
11/14/1954,884
11/15/1954,852
11/16/1954,777
11/17/1954,736
11/18/1954,730
11/19/1954,707
11/20/1954,719
11/21/1954,2860
11/22/1954,5290
11/23/1954,3460
11/24/1954,2810
11/25/1954,2460
11/26/1954,2120
11/27/1954,1780
11/28/1954,1590
11/29/1954,1970
11/30/1954,1960
12/1/1954,1650
12/2/1954,1460
12/3/1954,1300
12/4/1954,1140
12/5/1954,1040
12/6/1954,840
12/7/1954,760
12/8/1954,740
12/9/1954,740
12/10/1954,820
12/11/1954,771
12/12/1954,673
12/13/1954,624
12/14/1954,646
12/15/1954,1570
12/16/1954,1510
12/17/1954,1140
12/18/1954,1900
12/19/1954,4090
12/20/1954,2640
12/21/1954,1900
12/22/1954,1550
12/23/1954,1450
12/24/1954,1380
12/25/1954,1140
12/26/1954,920
12/27/1954,940
12/28/1954,871
12/29/1954,2490
12/30/1954,3850
12/31/1954,3420
1/1/1955,2620
1/2/1955,2710
1/3/1955,2720
1/4/1955,2130
1/5/1955,1750
1/6/1955,1740
1/7/1955,1650
1/8/1955,1200
1/9/1955,1140
1/10/1955,1040
1/11/1955,820
1/12/1955,700
1/13/1955,680
1/14/1955,540
1/15/1955,520
1/16/1955,540
1/17/1955,460
1/18/1955,420
1/19/1955,400
1/20/1955,360
1/21/1955,320
1/22/1955,370
1/23/1955,370
1/24/1955,330
1/25/1955,300
1/26/1955,320
1/27/1955,280
1/28/1955,240
1/29/1955,240
1/30/1955,230
1/31/1955,220
2/1/1955,240
2/2/1955,240
2/3/1955,210
2/4/1955,190
2/5/1955,180
2/6/1955,220
2/7/1955,880
2/8/1955,1700
2/9/1955,780
2/10/1955,600
2/11/1955,1040
2/12/1955,1900
2/13/1955,700
2/14/1955,620
2/15/1955,640
2/16/1955,620
2/17/1955,600
2/18/1955,580
2/19/1955,540
2/20/1955,560
2/21/1955,700
2/22/1955,1400
2/23/1955,3800
2/24/1955,3950
2/25/1955,2250
2/26/1955,1800
2/27/1955,1750
2/28/1955,2500
3/1/1955,4100
3/2/1955,5730
3/3/1955,3330
3/4/1955,2990
3/5/1955,2650
3/6/1955,3000
3/7/1955,2150
3/8/1955,1600
3/9/1955,1600
3/10/1955,2670
3/11/1955,4820
3/12/1955,5620
3/13/1955,4460
3/14/1955,3350
3/15/1955,2700
3/16/1955,2600
3/17/1955,2450
3/18/1955,2100
3/19/1955,1850
3/20/1955,1600
3/21/1955,1680
3/22/1955,2610
3/23/1955,4490
3/24/1955,3010
3/25/1955,2580
3/26/1955,2200
3/27/1955,1900
3/28/1955,1550
3/29/1955,1450
3/30/1955,1380
3/31/1955,1490
4/1/1955,1320
4/2/1955,1280
4/3/1955,1400
4/4/1955,1650
4/5/1955,1570
4/6/1955,1490
4/7/1955,1680
4/8/1955,1600
4/9/1955,1360
4/10/1955,1210
4/11/1955,1110
4/12/1955,1120
4/13/1955,1330
4/14/1955,1420
4/15/1955,2040
4/16/1955,1940
4/17/1955,1730
4/18/1955,1530
4/19/1955,1370
4/20/1955,1260
4/21/1955,1200
4/22/1955,1640
4/23/1955,1390
4/24/1955,1230
4/25/1955,1700
4/26/1955,2320
4/27/1955,2190
4/28/1955,1950
4/29/1955,1730
4/30/1955,1500
5/1/1955,1300
5/2/1955,1140
5/3/1955,1000
5/4/1955,911
5/5/1955,810
5/6/1955,711
5/7/1955,644
5/8/1955,661
5/9/1955,666
5/10/1955,586
5/11/1955,530
5/12/1955,472
5/13/1955,426
5/14/1955,390
5/15/1955,351
5/16/1955,322
5/17/1955,295
5/18/1955,276
5/19/1955,258
5/20/1955,240
5/21/1955,227
5/22/1955,211
5/23/1955,208
5/24/1955,541
5/25/1955,503
5/26/1955,688
5/27/1955,656
5/28/1955,496
5/29/1955,470
5/30/1955,1010
5/31/1955,965
6/1/1955,1200
6/2/1955,1120
6/3/1955,1020
6/4/1955,885
6/5/1955,1020
6/6/1955,973
6/7/1955,828
6/8/1955,1530
6/9/1955,985
6/10/1955,924
6/11/1955,757
6/12/1955,775
6/13/1955,1380
6/14/1955,1220
6/15/1955,944
6/16/1955,780
6/17/1955,650
6/18/1955,555
6/19/1955,486
6/20/1955,440
6/21/1955,440
6/22/1955,540
6/23/1955,410
6/24/1955,340
6/25/1955,320
6/26/1955,310
6/27/1955,290
6/28/1955,270
6/29/1955,250
6/30/1955,225
7/1/1955,210
7/2/1955,230
7/3/1955,300
7/4/1955,290
7/5/1955,225
7/6/1955,200
7/7/1955,245
7/8/1955,200
7/9/1955,165
7/10/1955,150
7/11/1955,135
7/12/1955,118
7/13/1955,110
7/14/1955,102
7/15/1955,96
7/16/1955,110
7/17/1955,116
7/18/1955,130
7/19/1955,112
7/20/1955,92
7/21/1955,86
7/22/1955,78
7/23/1955,76
7/24/1955,76
7/25/1955,78
7/26/1955,70
7/27/1955,67
7/28/1955,63
7/29/1955,60
7/30/1955,57
7/31/1955,53
8/1/1955,49
8/2/1955,47
8/3/1955,45
8/4/1955,45
8/5/1955,45
8/6/1955,45
8/7/1955,56
8/8/1955,62
8/9/1955,49
8/10/1955,45
8/11/1955,142
8/12/1955,343
8/13/1955,1320
8/14/1955,2880
8/15/1955,1350
8/16/1955,750
8/17/1955,506
8/18/1955,4950
8/19/1955,13900
8/20/1955,5640
8/21/1955,3200
8/22/1955,2550
8/23/1955,2300
8/24/1955,1710
8/25/1955,1260
8/26/1955,998
8/27/1955,858
8/28/1955,802
8/29/1955,651
8/30/1955,568
8/31/1955,989
9/1/1955,719
9/2/1955,545
9/3/1955,457
9/4/1955,402
9/5/1955,359
9/6/1955,327
9/7/1955,304
9/8/1955,263
9/9/1955,235
9/10/1955,219
9/11/1955,209
9/12/1955,292
9/13/1955,292
9/14/1955,238
9/15/1955,228
9/16/1955,200
9/17/1955,182
9/18/1955,168
9/19/1955,160
9/20/1955,150
9/21/1955,138
9/22/1955,130
9/23/1955,130
9/24/1955,307
9/25/1955,359
9/26/1955,300
9/27/1955,222
9/28/1955,464
9/29/1955,416
9/30/1955,418
10/1/1955,452
10/2/1955,393
10/3/1955,331
10/4/1955,289
10/5/1955,267
10/6/1955,1500
10/7/1955,1640
10/8/1955,1560
10/9/1955,1310
10/10/1955,1030
10/11/1955,864
10/12/1955,742
10/13/1955,662
10/14/1955,712
10/15/1955,1870
10/16/1955,8710
10/17/1955,8540
10/18/1955,5220
10/19/1955,3690
10/20/1955,2750
10/21/1955,2140
10/22/1955,1780
10/23/1955,1470
10/24/1955,1340
10/25/1955,1780
10/26/1955,1420
10/27/1955,1220
10/28/1955,1080
10/29/1955,985
10/30/1955,2260
10/31/1955,4390
11/1/1955,3000
11/2/1955,2390
11/3/1955,2040
11/4/1955,2650
11/5/1955,2250
11/6/1955,1860
11/7/1955,1660
11/8/1955,1530
11/9/1955,1350
11/10/1955,1220
11/11/1955,1280
11/12/1955,1340
11/13/1955,1160
11/14/1955,1380
11/15/1955,1640
11/16/1955,2260
11/17/1955,2600
11/18/1955,2130
11/19/1955,1910
11/20/1955,1730
11/21/1955,1520
11/22/1955,1360
11/23/1955,1220
11/24/1955,1240
11/25/1955,1100
11/26/1955,964
11/27/1955,897
11/28/1955,858
11/29/1955,777
11/30/1955,680
12/1/1955,660
12/2/1955,640
12/3/1955,629
12/4/1955,972
12/5/1955,1420
12/6/1955,1090
12/7/1955,897
12/8/1955,917
12/9/1955,890
12/10/1955,820
12/11/1955,760
12/12/1955,740
12/13/1955,680
12/14/1955,600
12/15/1955,620
12/16/1955,490
12/17/1955,430
12/18/1955,515
12/19/1955,480
12/20/1955,330
12/21/1955,245
12/22/1955,280
12/23/1955,370
12/24/1955,430
12/25/1955,720
12/26/1955,860
12/27/1955,600
12/28/1955,440
12/29/1955,440
12/30/1955,470
12/31/1955,450
1/1/1956,430
1/2/1956,370
1/3/1956,390
1/4/1956,430
1/5/1956,420
1/6/1956,400
1/7/1956,370
1/8/1956,300
1/9/1956,310
1/10/1956,580
1/11/1956,1800
1/12/1956,2000
1/13/1956,1800
1/14/1956,1450
1/15/1956,1300
1/16/1956,1180
1/17/1956,1040
1/18/1956,800
1/19/1956,700
1/20/1956,760
1/21/1956,680
1/22/1956,620
1/23/1956,580
1/24/1956,490
1/25/1956,430
1/26/1956,420
1/27/1956,420
1/28/1956,400
1/29/1956,400
1/30/1956,430
1/31/1956,500
2/1/1956,470
2/2/1956,400
2/3/1956,410
2/4/1956,400
2/5/1956,370
2/6/1956,400
2/7/1956,390
2/8/1956,440
2/9/1956,450
2/10/1956,500
2/11/1956,520
2/12/1956,780
2/13/1956,760
2/14/1956,660
2/15/1956,700
2/16/1956,820
2/17/1956,780
2/18/1956,860
2/19/1956,1000
2/20/1956,900
2/21/1956,800
2/22/1956,640
2/23/1956,560
2/24/1956,520
2/25/1956,1350
2/26/1956,4000
2/27/1956,3010
2/28/1956,2380
2/29/1956,1850
3/1/1956,1550
3/2/1956,1720
3/3/1956,2280
3/4/1956,2550
3/5/1956,1960
3/6/1956,2510
3/7/1956,6840
3/8/1956,11400
3/9/1956,8930
3/10/1956,5280
3/11/1956,4130
3/12/1956,4310
3/13/1956,3280
3/14/1956,2870
3/15/1956,2460
3/16/1956,1950
3/17/1956,1550
3/18/1956,1600
3/19/1956,1560
3/20/1956,1340
3/21/1956,1180
3/22/1956,1110
3/23/1956,1100
3/24/1956,1060
3/25/1956,903
3/26/1956,944
3/27/1956,897
3/28/1956,839
3/29/1956,832
3/30/1956,789
3/31/1956,777
4/1/1956,765
4/2/1956,938
4/3/1956,2070
4/4/1956,6030
4/5/1956,14700
4/6/1956,12000
4/7/1956,10600
4/8/1956,7970
4/9/1956,5420
4/10/1956,4680
4/11/1956,4380
4/12/1956,4260
4/13/1956,4300
4/14/1956,3780
4/15/1956,3990
4/16/1956,5940
4/17/1956,8000
4/18/1956,5470
4/19/1956,4160
4/20/1956,3270
4/21/1956,2690
4/22/1956,3160
4/23/1956,3180
4/24/1956,3180
4/25/1956,2710
4/26/1956,2590
4/27/1956,2460
4/28/1956,2380
4/29/1956,3270
4/30/1956,3750
5/1/1956,3060
5/2/1956,2340
5/3/1956,2090
5/4/1956,1760
5/5/1956,1600
5/6/1956,1390
5/7/1956,1330
5/8/1956,1130
5/9/1956,970
5/10/1956,946
5/11/1956,922
5/12/1956,892
5/13/1956,904
5/14/1956,850
5/15/1956,946
5/16/1956,898
5/17/1956,904
5/18/1956,904
5/19/1956,856
5/20/1956,778
5/21/1956,700
5/22/1956,632
5/23/1956,594
5/24/1956,594
5/25/1956,538
5/26/1956,475
5/27/1956,620
5/28/1956,760
5/29/1956,626
5/30/1956,543
5/31/1956,518
6/1/1956,1440
6/2/1956,1620
6/3/1956,2670
6/4/1956,2320
6/5/1956,1850
6/6/1956,1510
6/7/1956,1220
6/8/1956,1010
6/9/1956,874
6/10/1956,814
6/11/1956,832
6/12/1956,676
6/13/1956,620
6/14/1956,563
6/15/1956,563
6/16/1956,442
6/17/1956,412
6/18/1956,358
6/19/1956,317
6/20/1956,284
6/21/1956,270
6/22/1956,264
6/23/1956,276
6/24/1956,324
6/25/1956,274
6/26/1956,237
6/27/1956,215
6/28/1956,200
6/29/1956,197
6/30/1956,177
7/1/1956,164
7/2/1956,153
7/3/1956,143
7/4/1956,134
7/5/1956,294
7/6/1956,589
7/7/1956,422
7/8/1956,324
7/9/1956,270
7/10/1956,359
7/11/1956,288
7/12/1956,234
7/13/1956,222
7/14/1956,264
7/15/1956,274
7/16/1956,250
7/17/1956,209
7/18/1956,180
7/19/1956,164
7/20/1956,171
7/21/1956,308
7/22/1956,332
7/23/1956,348
7/24/1956,420
7/25/1956,395
7/26/1956,370
7/27/1956,284
7/28/1956,244
7/29/1956,206
7/30/1956,180
7/31/1956,164
8/1/1956,156
8/2/1956,143
8/3/1956,129
8/4/1956,117
8/5/1956,113
8/6/1956,111
8/7/1956,111
8/8/1956,102
8/9/1956,94
8/10/1956,89
8/11/1956,83
8/12/1956,80
8/13/1956,89
8/14/1956,115
8/15/1956,138
8/16/1956,122
8/17/1956,104
8/18/1956,96
8/19/1956,96
8/20/1956,94
8/21/1956,92
8/22/1956,89
8/23/1956,83
8/24/1956,81
8/25/1956,78
8/26/1956,73
8/27/1956,69
8/28/1956,73
8/29/1956,124
8/30/1956,111
8/31/1956,255
9/1/1956,324
9/2/1956,257
9/3/1956,197
9/4/1956,153
9/5/1956,126
9/6/1956,115
9/7/1956,115
9/8/1956,104
9/9/1956,100
9/10/1956,91
9/11/1956,85
9/12/1956,83
9/13/1956,81
9/14/1956,80
9/15/1956,83
9/16/1956,329
9/17/1956,948
9/18/1956,1250
9/19/1956,714
9/20/1956,1580
9/21/1956,1280
9/22/1956,877
9/23/1956,752
9/24/1956,4900
9/25/1956,3250
9/26/1956,2000
9/27/1956,1480
9/28/1956,1200
9/29/1956,1010
9/30/1956,856
10/1/1956,886
10/2/1956,748
10/3/1956,637
10/4/1956,674
10/5/1956,898
10/6/1956,712
10/7/1956,853
10/8/1956,659
10/9/1956,778
10/10/1956,654
10/11/1956,589
10/12/1956,543
10/13/1956,499
10/14/1956,465
10/15/1956,434
10/16/1956,403
10/17/1956,374
10/18/1956,347
10/19/1956,328
10/20/1956,306
10/21/1956,284
10/22/1956,270
10/23/1956,345
10/24/1956,429
10/25/1956,378
10/26/1956,317
10/27/1956,322
10/28/1956,366
10/29/1956,332
10/30/1956,309
10/31/1956,302
11/1/1956,313
11/2/1956,709
11/3/1956,922
11/4/1956,760
11/5/1956,682
11/6/1956,620
11/7/1956,579
11/8/1956,548
11/9/1956,513
11/10/1956,479
11/11/1956,442
11/12/1956,429
11/13/1956,452
11/14/1956,442
11/15/1956,403
11/16/1956,370
11/17/1956,366
11/18/1956,386
11/19/1956,370
11/20/1956,358
11/21/1956,417
11/22/1956,1420
11/23/1956,1290
11/24/1956,1060
11/25/1956,966
11/26/1956,964
11/27/1956,988
11/28/1956,874
11/29/1956,784
11/30/1956,706
12/1/1956,620
12/2/1956,589
12/3/1956,589
12/4/1956,584
12/5/1956,553
12/6/1956,528
12/7/1956,654
12/8/1956,790
12/9/1956,916
12/10/1956,862
12/11/1956,814
12/12/1956,1090
12/13/1956,1370
12/14/1956,1900
12/15/1956,3840
12/16/1956,4110
12/17/1956,3720
12/18/1956,3010
12/19/1956,2270
12/20/1956,1940
12/21/1956,1780
12/22/1956,1960
12/23/1956,2800
12/24/1956,2600
12/25/1956,3170
12/26/1956,2500
12/27/1956,2130
12/28/1956,1900
12/29/1956,1760
12/30/1956,1400
12/31/1956,1140
1/1/1957,1160
1/2/1957,960
1/3/1957,860
1/4/1957,880
1/5/1957,860
1/6/1957,700
1/7/1957,724
1/8/1957,700
1/9/1957,660
1/10/1957,620
1/11/1957,430
1/12/1957,460
1/13/1957,580
1/14/1957,340
1/15/1957,320
1/16/1957,410
1/17/1957,340
1/18/1957,330
1/19/1957,330
1/20/1957,350
1/21/1957,430
1/22/1957,1040
1/23/1957,7400
1/24/1957,3790
1/25/1957,2610
1/26/1957,2100
1/27/1957,1700
1/28/1957,1400
1/29/1957,1330
1/30/1957,1100
1/31/1957,880
2/1/1957,960
2/2/1957,840
2/3/1957,720
2/4/1957,780
2/5/1957,740
2/6/1957,659
2/7/1957,605
2/8/1957,594
2/9/1957,594
2/10/1957,742
2/11/1957,808
2/12/1957,540
2/13/1957,540
2/14/1957,560
2/15/1957,503
2/16/1957,475
2/17/1957,430
2/18/1957,420
2/19/1957,420
2/20/1957,360
2/21/1957,350
2/22/1957,340
2/23/1957,370
2/24/1957,362
2/25/1957,458
2/26/1957,1260
2/27/1957,4170
