,Year,Month,Day,Prec,Tmax,Tmin
895,1943,3,14,0,83,-106
896,1943,3,15,0,139,-56
897,1943,3,16,86,139,83
898,1943,3,17,140,122,17
899,1943,3,18,0,139,0
900,1943,3,19,0,139,-17
901,1943,3,20,71,111,33
902,1943,3,21,0,83,-22
903,1943,3,22,0,22,-44
904,1943,3,23,0,17,-72
905,1943,3,24,0,117,-67
906,1943,3,25,0,100,0
907,1943,3,26,0,172,-44
908,1943,3,27,0,172,6
909,1943,3,28,0,83,-61
910,1943,3,29,0,33,-117
911,1943,3,30,28,28,-61
912,1943,3,31,56,228,17
913,1943,4,1,8,200,11
914,1943,4,2,38,100,-39
915,1943,4,3,0,17,-111
916,1943,4,4,0,-44,-94
917,1943,4,5,33,44,-6
918,1943,4,6,18,28,-122
919,1943,4,7,0,39,-128
920,1943,4,8,18,39,-17
921,1943,4,9,0,83,-22
922,1943,4,10,0,83,-39
923,1943,4,11,0,61,-100
924,1943,4,12,8,44,-83
925,1943,4,13,46,72,-6
926,1943,4,14,173,72,-56
927,1943,4,15,15,6,-139
928,1943,4,16,20,-11,-156
929,1943,4,17,15,89,-22
930,1943,4,18,0,122,-72
931,1943,4,19,170,117,11
932,1943,4,20,135,117,0
933,1943,4,21,76,122,33
934,1943,4,22,43,122,11
935,1943,4,23,0,189,-44
936,1943,4,24,0,189,-6
937,1943,4,25,0,183,-6
938,1943,4,26,0,172,39
939,1943,4,27,81,128,-39
940,1943,4,28,94,117,39
941,1943,4,29,0,139,17
942,1943,4,30,152,133,0
943,1943,5,1,0,122,-22
944,1943,5,2,0,128,-39
945,1943,5,3,53,144,39
946,1943,5,4,15,83,28
947,1943,5,5,0,183,-39
948,1943,5,6,0,233,56
949,1943,5,7,33,244,100
950,1943,5,8,43,200,122
951,1943,5,9,86,194,56
952,1943,5,10,145,183,89
953,1943,5,11,127,122,83
954,1943,5,12,64,156,111
955,1943,5,13,15,189,72
956,1943,5,14,5,156,-17
957,1943,5,15,0,194,-28
958,1943,5,16,0,194,111
959,1943,5,17,0,272,128
960,1943,5,18,137,317,89
961,1943,5,19,97,244,150
962,1943,5,20,163,217,128
963,1943,5,21,262,183,94
964,1943,5,22,97,144,78
965,1943,5,23,0,233,11
966,1943,5,24,0,233,89
967,1943,5,25,0,217,128
968,1943,5,26,191,233,100
969,1943,5,27,10,200,56
970,1943,5,28,0,206,50
971,1943,5,29,0,206,67
972,1943,5,30,0,244,44
973,1943,5,31,0,267,83
974,1943,6,1,109,272,139
975,1943,6,2,150,272,139
976,1943,6,3,0,300,172
977,1943,6,4,0,306,178
978,1943,6,5,0,311,161
979,1943,6,6,0,244,67
980,1943,6,7,188,233,106
981,1943,6,8,0,217,106
982,1943,6,9,0,222,106
983,1943,6,10,0,194,106
984,1943,6,11,5,244,133
985,1943,6,12,0,278,161
986,1943,6,13,0,283,144
987,1943,6,14,0,306,133
988,1943,6,15,0,283,128
989,1943,6,16,0,283,200
990,1943,6,17,43,239,122
991,1943,6,18,102,256,122
992,1943,6,19,0,289,122
993,1943,6,20,0,311,139
994,1943,6,21,0,322,117
995,1943,6,22,0,311,139
996,1943,6,23,0,311,117
997,1943,6,24,0,317,106
998,1943,6,25,0,339,156
999,1943,6,26,0,333,156
1000,1943,6,27,117,322,183
1001,1943,6,28,8,328,189
1002,1943,6,29,137,283,144
1003,1943,6,30,8,256,86
1004,1943,7,1,0,217,28
1005,1943,7,2,0,261,22
1006,1943,7,3,0,250,67
1007,1943,7,4,30,200,150
1008,1943,7,5,142,278,167
1009,1943,7,6,0,283,167
1010,1943,7,7,0,267,128
1011,1943,7,8,0,272,100
1012,1943,7,9,0,289,150
1013,1943,7,10,0,300,161
1014,1943,7,11,0,283,178
1015,1943,7,12,0,311,167
1016,1943,7,13,74,311,183
1017,1943,7,14,13,294,167
1018,1943,7,15,10,294,183
1019,1943,7,16,0,289,194
1020,1943,7,17,0,289,139
1021,1943,7,18,0,294,178
1022,1943,7,19,0,272,94
1023,1943,7,20,0,300,122
1024,1943,7,21,0,306,106
1025,1943,7,22,330,311,172
1026,1943,7,23,79,278,156
1027,1943,7,24,0,294,161
1028,1943,7,25,8,306,144
1029,1943,7,26,25,300,167
1030,1943,7,27,0,306,167
1031,1943,7,28,25,300,156
1032,1943,7,29,0,278,144
1033,1943,7,30,0,267,150
1034,1943,7,31,0,289,117
1035,1943,8,1,0,294,128
1036,1943,8,2,0,311,133
1037,1943,8,3,0,294,167
1038,1943,8,4,196,267,167
1039,1943,8,5,147,256,156
1040,1943,8,6,0,261,122
1041,1943,8,7,0,250,100
1042,1943,8,8,0,289,172
1043,1943,8,9,0,278,122
1044,1943,8,10,13,283,167
1045,1943,8,11,0,300,178
1046,1943,8,12,0,289,117
1047,1943,8,13,18,272,178
1048,1943,8,14,43,294,200
1049,1943,8,15,0,294,111
1050,1943,8,16,0,228,111
1051,1943,8,17,15,222,111
1052,1943,8,18,0,217,139
1053,1943,8,19,0,233,100
1054,1943,8,20,0,256,56
1055,1943,8,21,0,272,111
1056,1943,8,22,0,283,156
1057,1943,8,23,0,317,100
1058,1943,8,24,0,300,156
1059,1943,8,25,0,294,139
1060,1943,8,26,0,283,139
1061,1943,8,27,394,228,72
1062,1943,8,28,84,217,117
1063,1943,8,29,0,222,78
1064,1943,8,30,0,261,100
1065,1943,8,31,0,278,122
1066,1943,9,1,5,328,139
1067,1943,9,2,71,311,172
1068,1943,9,3,0,272,167
1069,1943,9,4,0,228,144
1070,1943,9,5,30,228,178
1071,1943,9,6,0,311,206
1072,1943,9,7,0,272,194
1073,1943,9,8,0,256,133
1074,1943,9,9,0,256,78
1075,1943,9,10,5,194,44
1076,1943,9,11,0,194,44
1077,1943,9,12,0,178,0
1078,1943,9,13,0,217,11
1079,1943,9,14,0,228,0
1080,1943,9,15,0,267,100
1081,1943,9,16,15,239,94
1082,1943,9,17,0,161,61
1083,1943,9,18,0,167,-17
1084,1943,9,19,0,206,-17
1085,1943,9,20,0,200,22
1086,1943,9,21,0,194,61
1087,1943,9,22,0,272,67
1088,1943,9,23,0,261,50
1089,1943,9,24,0,183,33
1090,1943,9,25,0,161,-28
1091,1943,9,26,0,172,-44
1092,1943,9,27,0,228,-17
1093,1943,9,28,0,283,0
1094,1943,9,29,0,272,50
1095,1943,9,30,0,228,17
1096,1943,10,1,56,200,106
1097,1943,10,2,58,178,128
1098,1943,10,3,0,139,50
1099,1943,10,4,0,117,-17
1100,1943,10,5,0,122,-22
1101,1943,10,6,0,200,-50
1102,1943,10,7,0,256,-17
1103,1943,10,8,0,261,17
1104,1943,10,9,0,256,17
1105,1943,10,10,0,250,-11
1106,1943,10,11,0,167,-78
1107,1943,10,12,0,233,-39
1108,1943,10,13,0,233,-39
1109,1943,10,14,0,206,106
1110,1943,10,15,239,194,117
1111,1943,10,16,46,206,106
1112,1943,10,17,135,200,44
1113,1943,10,18,0,72,22
1114,1943,10,19,30,67,6
1115,1943,10,20,20,61,11
1116,1943,10,21,0,100,44
1117,1943,10,22,0,156,0
1118,1943,10,23,5,100,39
1119,1943,10,24,28,83,11
1120,1943,10,25,0,78,11
1121,1943,10,26,196,61,17
1122,1943,10,27,389,111,33
1123,1943,10,28,147,100,72
1124,1943,10,29,102,117,39
1125,1943,10,30,0,128,56
1126,1943,10,31,0,83,17
1127,1943,11,1,0,150,-39
1128,1943,11,2,102,128,33
1129,1943,11,3,8,100,28
1130,1943,11,4,0,61,22
1131,1943,11,5,0,94,-11
1132,1943,11,6,0,128,22
1133,1943,11,7,0,150,-22
1134,1943,11,8,79,167,83
1135,1943,11,9,429,178,33
1136,1943,11,10,0,56,-17
1137,1943,11,11,30,11,-17
1138,1943,11,12,0,39,-89
1139,1943,11,13,18,28,-11
1140,1943,11,14,3,0,-44
1141,1943,11,15,61,6,-67
1142,1943,11,16,81,6,-22
1143,1943,11,17,0,-11,-200
1144,1943,11,18,0,33,-150
1145,1943,11,19,0,100,-67
1146,1943,11,20,0,83,-39
1147,1943,11,21,0,67,-50
1148,1943,11,22,130,50,-50
1149,1943,11,23,0,-22,-61
1150,1943,11,24,0,28,-100
1151,1943,11,25,0,94,-122
1152,1943,11,26,0,111,-111
1153,1943,11,27,10,72,-11
1154,1943,11,28,0,11,-61
1155,1943,11,29,0,-6,-139
1156,1943,11,30,0,6,-133
1157,1943,12,1,0,33,-39
1158,1943,12,2,0,72,-67
1159,1943,12,3,0,67,-11
1160,1943,12,4,0,44,-117
1161,1943,12,5,0,61,-11
1162,1943,12,6,0,33,-83
1163,1943,12,7,28,44,-44
1164,1943,12,8,0,39,-117
1165,1943,12,9,0,83,22
1166,1943,12,10,0,44,-22
1167,1943,12,11,23,17,-172
1168,1943,12,12,0,0,-194
1169,1943,12,13,15,-11,-167
1170,1943,12,14,0,-61,-233
1171,1943,12,15,0,-72,-256
1172,1943,12,16,0,-61,-239
1173,1943,12,17,0,-33,-178
1174,1943,12,18,0,-33,-139
1175,1943,12,19,0,22,-50
1176,1943,12,20,0,6,-56
1177,1943,12,21,0,33,-67
1178,1943,12,22,0,39,-133
1179,1943,12,23,0,-89,-194
1180,1943,12,24,0,-50,-244
1181,1943,12,25,0,-11,-161
1182,1943,12,26,0,33,-144
1183,1943,12,27,124,28,6
1184,1943,12,28,0,33,-117
1185,1943,12,29,0,-83,-183
1186,1943,12,30,0,17,-167
1187,1943,12,31,0,-6,-133
1188,1944,1,1,0,0,-94
1189,1944,1,2,0,-6,-156
1190,1944,1,3,0,22,-61
1191,1944,1,4,0,28,-33
1192,1944,1,5,0,67,-33
1193,1944,1,6,0,50,-28
1194,1944,1,7,0,-11,-100
1195,1944,1,8,0,-50,-167
1196,1944,1,9,0,-78,-183
1197,1944,1,10,0,-28,-144
1198,1944,1,11,0,6,-217
1199,1944,1,12,0,6,-94
1200,1944,1,13,10,-33,-89
1201,1944,1,14,0,11,-122
1202,1944,1,15,0,6,-161
1203,1944,1,16,0,-11,-89
1204,1944,1,17,0,-22,-239
1205,1944,1,18,0,11,-161
1206,1944,1,19,0,33,-128
1207,1944,1,20,0,39,-72
1208,1944,1,21,0,50,-61
1209,1944,1,22,0,67,6
1210,1944,1,23,48,44,-28
1211,1944,1,24,0,17,-72
1212,1944,1,25,0,0,-183
1213,1944,1,26,0,44,-22
1214,1944,1,27,0,94,6
1215,1944,1,28,0,72,-6
1216,1944,1,29,30,28,-6
1217,1944,1,30,0,11,-78
1218,1944,1,31,0,0,-144
1219,1944,2,1,23,0,-144
1220,1944,2,2,0,-11,-133
1221,1944,2,3,0,17,-106
1222,1944,2,4,0,0,-67
1223,1944,2,5,0,22,-150
1224,1944,2,6,0,78,-61
1225,1944,2,7,0,-11,-144
1226,1944,2,8,0,-6,-211
1227,1944,2,9,0,-17,-189
1228,1944,2,10,0,-17,-133
1229,1944,2,11,0,-61,-111
1230,1944,2,12,112,-67,-122
1231,1944,2,13,0,-33,-156
1232,1944,2,14,0,-22,-222
1233,1944,2,15,117,61,-50
1234,1944,2,16,0,-11,-161
1235,1944,2,17,0,-6,-133
1236,1944,2,18,36,28,-78
1237,1944,2,19,0,-56,-211
1238,1944,2,20,0,28,-194
1239,1944,2,21,0,33,-67
1240,1944,2,22,13,33,-78
1241,1944,2,23,170,61,-6
1242,1944,2,24,0,72,-33
1243,1944,2,25,0,50,-22
1244,1944,2,26,5,28,-83
1245,1944,2,27,0,28,-22
1246,1944,2,28,0,28,-22
1247,1944,2,29,0,0,-44
1248,1944,3,1,0,-33,-106
1249,1944,3,2,0,-56,-178
1250,1944,3,3,30,-17,-144
1251,1944,3,4,28,-11,-78
1252,1944,3,5,0,-11,-228
1253,1944,3,6,0,44,-239
1254,1944,3,7,224,61,-44
1255,1944,3,8,0,22,-56
1256,1944,3,9,0,-28,-111
1257,1944,3,10,0,-33,-139
1258,1944,3,11,0,17,-183
1259,1944,3,12,0,89,-61
1260,1944,3,13,56,61,-17
1261,1944,3,14,0,28,-89
1262,1944,3,15,0,33,-22
1263,1944,3,16,132,44,0
1264,1944,3,17,183,100,17
1265,1944,3,18,0,28,-39
1266,1944,3,19,0,-28,-167
1267,1944,3,20,91,-33,-100
1268,1944,3,21,0,28,-67
1269,1944,3,22,0,50,-167
1270,1944,3,23,69,67,-17
1271,1944,3,24,33,89,6
1272,1944,3,25,0,139,-50
1273,1944,3,26,0,150,0
1274,1944,3,27,0,61,-17
1275,1944,3,28,0,56,-22
1276,1944,3,29,0,50,-44
1277,1944,3,30,0,28,-6
1278,1944,3,31,0,39,-94
1279,1944,4,1,0,56,-61
1280,1944,4,2,0,67,-6
1281,1944,4,3,0,44,-67
1282,1944,4,4,0,39,-89
1283,1944,4,5,0,28,-56
1284,1944,4,6,0,56,-106
1285,1944,4,7,0,139,0
1286,1944,4,8,69,122,-6
1287,1944,4,9,0,183,44
1288,1944,4,10,112,156,72
1289,1944,4,11,28,89,-50
1290,1944,4,12,53,72,11
1291,1944,4,13,0,72,-33
1292,1944,4,14,0,89,-67
1293,1944,4,15,20,106,-11
1294,1944,4,16,56,61,17
1295,1944,4,17,0,83,-6
1296,1944,4,18,0,128,-17
1297,1944,4,19,0,172,-78
1298,1944,4,20,0,200,-61
1299,1944,4,21,69,183,39
1300,1944,4,22,0,111,22
1301,1944,4,23,0,100,33
1302,1944,4,24,188,89,17
1303,1944,4,25,102,106,61
1304,1944,4,26,18,100,50
1305,1944,4,27,0,106,28
1306,1944,4,28,0,128,-50
1307,1944,4,29,0,189,-50
1308,1944,4,30,0,228,-33
1309,1944,5,1,0,244,17
1310,1944,5,2,0,233,106
1311,1944,5,3,0,278,67
1312,1944,5,4,0,306,83
1313,1944,5,5,0,300,94
1314,1944,5,6,0,294,111
1315,1944,5,7,86,339,122
1316,1944,5,8,109,167,28
1317,1944,5,9,0,228,33
1318,1944,5,10,0,233,106
1319,1944,5,11,25,256,106
1320,1944,5,12,0,256,72
1321,1944,5,13,0,272,61
1322,1944,5,14,43,233,111
1323,1944,5,15,0,239,33
1324,1944,5,16,15,233,44
1325,1944,5,17,18,261,67
1326,1944,5,18,0,261,94
1327,1944,5,19,0,178,-39
1328,1944,5,20,0,211,0
1329,1944,5,21,0,250,-22
1330,1944,5,22,157,239,150
1331,1944,5,23,201,178,128
1332,1944,5,24,18,172,117
1333,1944,5,25,0,172,133
1334,1944,5,26,0,211,139
1335,1944,5,27,0,306,156
1336,1944,5,28,0,256,89
1337,1944,5,29,0,283,56
1338,1944,5,30,0,289,78
1339,1944,5,31,0,311,106
1340,1944,6,1,20,306,133
1341,1944,6,2,0,294,144
1342,1944,6,3,0,300,139
1343,1944,6,4,0,206,33
1344,1944,6,5,0,222,89
1345,1944,6,6,0,233,128
1346,1944,6,7,104,217,89
1347,1944,6,8,0,194,17
1348,1944,6,9,0,250,44
1349,1944,6,10,157,239,117
1350,1944,6,11,0,256,111
1351,1944,6,12,0,261,61
1352,1944,6,13,0,256,83
1353,1944,6,14,0,244,72
1354,1944,6,15,13,244,117
1355,1944,6,16,0,306,128
1356,1944,6,17,46,261,144
1357,1944,6,18,0,272,117
1358,1944,6,19,97,272,156
1359,1944,6,20,122,267,144
1360,1944,6,21,25,161,111
1361,1944,6,22,0,261,83
1362,1944,6,23,0,267,117
1363,1944,6,24,81,239,156
1364,1944,6,25,33,217,150
1365,1944,6,26,0,278,117
1366,1944,6,27,0,317,106
1367,1944,6,28,0,328,139
1368,1944,6,29,0,333,167
1369,1944,6,30,51,256,144
1370,1944,7,1,0,267,83
1371,1944,7,2,0,267,89
1372,1944,7,3,0,283,67
1373,1944,7,4,0,289,128
1374,1944,7,5,0,311,100
1375,1944,7,6,0,306,117
1376,1944,7,7,0,339,122
1377,1944,7,8,0,333,150
1378,1944,7,9,0,328,144
1379,1944,7,10,0,311,139
1380,1944,7,11,0,322,161
1381,1944,7,12,0,311,206
1382,1944,7,13,203,289,167
1383,1944,7,14,0,289,94
1384,1944,7,15,0,289,122
1385,1944,7,16,102,283,156
1386,1944,7,17,0,244,78
1387,1944,7,18,0,278,67
1388,1944,7,19,0,261,106
1389,1944,7,20,10,228,144
1390,1944,7,21,51,200,128
1391,1944,7,22,0,261,61
1392,1944,7,23,0,289,83
1393,1944,7,24,0,306,100
1394,1944,7,25,33,283,139
1395,1944,7,26,0,289,94
1396,1944,7,27,64,294,183
1397,1944,7,28,18,294,139
1398,1944,7,29,0,294,150
1399,1944,7,30,23,283,117
1400,1944,7,31,0,300,128
1401,1944,8,1,0,317,122
1402,1944,8,2,0,306,167
1403,1944,8,3,0,328,133
1404,1944,8,4,0,361,128
1405,1944,8,5,89,350,183
1406,1944,8,6,46,294,178
1407,1944,8,7,213,206,144
1408,1944,8,8,0,267,94
1409,1944,8,9,0,289,61
1410,1944,8,10,0,328,100
1411,1944,8,11,0,344,117
1412,1944,8,12,0,344,161
1413,1944,8,13,0,350,161
1414,1944,8,14,411,333,172
1415,1944,8,15,64,339,150
1416,1944,8,16,51,333,167
1417,1944,8,17,140,317,167
1418,1944,8,18,196,244,167
1419,1944,8,19,0,228,56
1420,1944,8,20,0,256,28
1421,1944,8,21,0,283,94
1422,1944,8,22,69,272,156
1423,1944,8,23,157,256,100
1424,1944,8,24,315,239,100
1425,1944,8,25,10,206,44
1426,1944,8,26,0,222,39
1427,1944,8,27,0,228,44
1428,1944,8,28,0,222,33
1429,1944,8,29,0,200,122
1430,1944,8,30,0,233,100
1431,1944,8,31,0,283,106
1432,1944,9,1,20,256,156
1433,1944,9,2,0,294,156
1434,1944,9,3,0,289,133
1435,1944,9,4,0,250,78
1436,1944,9,5,0,239,128
1437,1944,9,6,0,267,144
1438,1944,9,7,0,256,133
1439,1944,9,8,0,183,83
1440,1944,9,9,0,156,100
1441,1944,9,10,0,244,39
1442,1944,9,11,0,272,39
1443,1944,9,12,127,261,78
1444,1944,9,13,203,200,122
1445,1944,9,14,348,228,172
1446,1944,9,15,48,244,167
1447,1944,9,16,0,239,128
1448,1944,9,17,0,256,100
1449,1944,9,18,0,233,106
1450,1944,9,19,15,194,128
1451,1944,9,20,0,250,144
1452,1944,9,21,0,261,161
1453,1944,9,22,10,250,106
1454,1944,9,23,0,172,0
1455,1944,9,24,0,172,-28
1456,1944,9,25,0,178,-11
1457,1944,9,26,0,217,17
1458,1944,9,27,0,239,78
1459,1944,9,28,58,217,111
1460,1944,9,29,38,189,61
1461,1944,9,30,0,189,-6
1462,1944,10,1,0,194,-17
1463,1944,10,2,0,189,39
1464,1944,10,3,0,161,6
1465,1944,10,4,0,194,-33
1466,1944,10,5,0,233,33
1467,1944,10,6,168,211,133
1468,1944,10,7,0,261,94
1469,1944,10,8,119,228,78
1470,1944,10,9,0,156,28
1471,1944,10,10,89,144,50
1472,1944,10,11,0,161,0
1473,1944,10,12,0,178,0
1474,1944,10,13,0,194,0
1475,1944,10,14,135,178,89
1476,1944,10,15,36,144,-17
1477,1944,10,16,0,128,-67
1478,1944,10,17,0,172,-22
1479,1944,10,18,0,217,-28
1480,1944,10,19,0,200,56
1481,1944,10,20,0,100,-44
1482,1944,10,21,213,94,28
1483,1944,10,22,41,78,-17
1484,1944,10,23,0,144,-89
1485,1944,10,24,0,144,-33
1486,1944,10,25,0,161,56
1487,1944,10,26,0,167,6
1488,1944,10,27,0,89,-11
1489,1944,10,28,0,100,-83
1490,1944,10,29,0,83,-28
1491,1944,10,30,0,56,-17
1492,1944,10,31,0,161,-33
1493,1944,11,1,0,172,39
1494,1944,11,2,0,178,67
1495,1944,11,3,0,194,11
1496,1944,11,4,0,161,17
1497,1944,11,5,64,144,6
1498,1944,11,6,36,17,-61
1499,1944,11,7,0,44,-33
1500,1944,11,8,0,61,-6
1501,1944,11,9,0,128,-39
1502,1944,11,10,130,133,83
1503,1944,11,11,0,106,-22
1504,1944,11,12,0,61,-28
1505,1944,11,13,0,94,-78
1506,1944,11,14,0,111,-83
1507,1944,11,15,13,89,-33
1508,1944,11,16,173,72,17
1509,1944,11,17,33,50,-11
1510,1944,11,18,0,72,-44
1511,1944,11,19,0,50,-50
1512,1944,11,20,18,22,-83
1513,1944,11,21,152,17,-11
1514,1944,11,22,25,11,-28
1515,1944,11,23,0,17,-50
1516,1944,11,24,0,0,-117
1517,1944,11,25,0,-11,-61
1518,1944,11,26,0,61,-83
1519,1944,11,27,58,39,-22
1520,1944,11,28,64,44,0
1521,1944,11,29,0,22,-44
1522,1944,11,30,157,22,-39
1523,1944,12,1,15,-22,-72
1524,1944,12,2,0,-44,-117
1525,1944,12,3,0,-67,-222
1526,1944,12,4,0,-11,-217
1527,1944,12,5,0,50,-150
1528,1944,12,6,0,50,-117
1529,1944,12,7,0,56,-61
1530,1944,12,8,18,72,-17
1531,1944,12,9,58,78,-33
1532,1944,12,10,0,17,-22
1533,1944,12,11,0,17,-44
1534,1944,12,12,51,11,-56
1535,1944,12,13,0,-39,-78
1536,1944,12,14,0,-33,-94
1537,1944,12,15,0,-17,-111
1538,1944,12,16,0,11,-50
1539,1944,12,17,0,6,-50
1540,1944,12,18,0,-6,-133
1541,1944,12,19,43,-83,-194
1542,1944,12,20,0,-50,-222
1543,1944,12,21,0,0,-111
1544,1944,12,22,0,-56,-261
1545,1944,12,23,0,-6,-189
1546,1944,12,24,0,-6,-100
1547,1944,12,25,89,28,-39
1548,1944,12,26,61,33,-111
1549,1944,12,27,0,-67,-228
1550,1944,12,28,64,-11,-83
1551,1944,12,29,0,-67,-256
1552,1944,12,30,0,-33,-217
1553,1944,12,31,0,22,-61
1554,1945,1,1,284,83,-22
1555,1945,1,2,69,0,-139
1556,1945,1,3,0,-39,-222
1557,1945,1,4,15,11,-72
1558,1945,1,5,0,11,-194
1559,1945,1,6,0,-111,-261
1560,1945,1,7,64,-28,-167
1561,1945,1,8,0,28,-78
1562,1945,1,9,0,0,-139
1563,1945,1,10,0,-117,-272
1564,1945,1,11,0,-83,-228
1565,1945,1,12,20,-17,-222
1566,1945,1,13,0,-6,-117
1567,1945,1,14,38,-39,-117
1568,1945,1,15,20,-22,-144
1569,1945,1,16,208,-17,-94
1570,1945,1,17,0,-50,-122
1571,1945,1,18,0,-67,-278
1572,1945,1,19,0,-33,-211
1573,1945,1,20,0,-33,-222
1574,1945,1,21,0,-17,-244
1575,1945,1,22,30,-39,-217
1576,1945,1,23,23,-22,-78
1577,1945,1,24,0,-61,-183
1578,1945,1,25,0,-144,-267
1579,1945,1,26,0,-139,-306
1580,1945,1,27,0,-56,-178
1581,1945,1,28,0,-11,-206
1582,1945,1,29,74,-28,-89
1583,1945,1,30,0,-44,-111
1584,1945,1,31,0,-50,-172
1585,1945,2,1,0,-78,-156
1586,1945,2,2,0,-78,-128
1587,1945,2,3,0,-67,-144
1588,1945,2,4,0,0,-267
1589,1945,2,5,51,-6,-78
1590,1945,2,6,0,33,-178
1591,1945,2,7,0,22,-211
1592,1945,2,8,23,6,-50
1593,1945,2,9,81,-22,-133
1594,1945,2,10,0,50,-89
1595,1945,2,11,0,50,-61
1596,1945,2,12,0,17,-78
1597,1945,2,13,18,11,-150
1598,1945,2,14,46,-6,-83
1599,1945,2,15,0,78,-111
1600,1945,2,16,53,56,-6
1601,1945,2,17,0,22,-83
1602,1945,2,18,0,-39,-200
1603,1945,2,19,0,-61,-150
1604,1945,2,20,0,-33,-228
1605,1945,2,21,0,44,-94
1606,1945,2,22,165,94,-33
1607,1945,2,23,0,83,-17
1608,1945,2,24,15,22,-50
1609,1945,2,25,0,44,-33
1610,1945,2,26,23,44,-72
1611,1945,2,27,142,78,-67
1612,1945,2,28,0,44,-128
1613,1945,3,1,30,44,-83
1614,1945,3,2,0,83,-106
1615,1945,3,3,51,122,11
1616,1945,3,4,0,72,-67
1617,1945,3,5,0,61,-117
1618,1945,3,6,112,61,6
1619,1945,3,7,15,61,-44
1620,1945,3,8,0,17,-128
1621,1945,3,9,0,39,-106
1622,1945,3,10,38,33,-50
1623,1945,3,11,0,50,-117
1624,1945,3,12,0,33,-78
1625,1945,3,13,0,72,-89
1626,1945,3,14,0,139,-78
1627,1945,3,15,0,194,-11
1628,1945,3,16,0,217,17
1629,1945,3,17,20,222,6
1630,1945,3,18,0,183,11
1631,1945,3,19,28,167,-17
1632,1945,3,20,0,206,67
1633,1945,3,21,140,200,50
1634,1945,3,22,86,72,-6
1635,1945,3,23,0,94,-28
1636,1945,3,24,0,139,-56
1637,1945,3,25,0,189,-56
1638,1945,3,26,0,239,-6
1639,1945,3,27,69,233,50
1640,1945,3,28,0,267,0
1641,1945,3,29,0,267,56
1642,1945,3,30,0,250,50
1643,1945,3,31,0,178,67
1644,1945,4,1,0,189,44
1645,1945,4,2,51,194,89
1646,1945,4,3,71,161,89
1647,1945,4,4,0,117,-6
1648,1945,4,5,221,122,0
1649,1945,4,6,0,83,-56
1650,1945,4,7,0,150,-61
1651,1945,4,8,0,206,-28
1652,1945,4,9,0,244,-11
1653,1945,4,10,0,272,-11
1654,1945,4,11,0,272,17
1655,1945,4,12,0,261,72
1656,1945,4,13,0,278,67
1657,1945,4,14,64,267,94
1658,1945,4,15,0,117,-17
1659,1945,4,16,0,111,0
1660,1945,4,17,18,183,56
1661,1945,4,18,0,183,-17
1662,1945,4,19,30,106,-22
1663,1945,4,20,0,144,-33
1664,1945,4,21,43,106,-17
1665,1945,4,22,0,72,-17
1666,1945,4,23,0,144,-83
1667,1945,4,24,0,167,-17
1668,1945,4,25,86,161,83
1669,1945,4,26,206,228,89
1670,1945,4,27,97,183,0
1671,1945,4,28,0,44,-11
1672,1945,4,29,0,117,11
1673,1945,4,30,0,111,28
1674,1945,5,1,28,100,-11
1675,1945,5,2,20,128,0
1676,1945,5,3,0,111,-11
1677,1945,5,4,122,111,22
1678,1945,5,5,51,117,50
1679,1945,5,6,0,128,11
1680,1945,5,7,0,194,6
1681,1945,5,8,64,194,56
1682,1945,5,9,0,150,-17
1683,1945,5,10,183,111,-11
1684,1945,5,11,127,94,-17
1685,1945,5,12,0,183,-17
1686,1945,5,13,137,178,33
1687,1945,5,14,0,194,56
1688,1945,5,15,0,256,56
1689,1945,5,16,69,261,72
1690,1945,5,17,15,239,128
1691,1945,5,18,234,233,144
1692,1945,5,19,43,217,56
1693,1945,5,20,0,211,-11
1694,1945,5,21,0,217,50
1695,1945,5,22,71,289,122
1696,1945,5,23,0,189,61
1697,1945,5,24,0,156,17
1698,1945,5,25,0,211,-11
1699,1945,5,26,0,233,6
1700,1945,5,27,58,211,89
1701,1945,5,28,30,178,106
1702,1945,5,29,20,206,100
1703,1945,5,30,38,206,44
1704,1945,5,31,0,133,39
1705,1945,6,1,0,133,-28
1706,1945,6,2,43,128,33
1707,1945,6,3,140,100,44
1708,1945,6,4,71,100,39
1709,1945,6,5,127,106,44
1710,1945,6,6,8,161,44
1711,1945,6,7,0,189,11
1712,1945,6,8,0,217,-6
1713,1945,6,9,51,211,17
1714,1945,6,10,25,178,94
1715,1945,6,11,33,261,133
1716,1945,6,12,64,267,144
1717,1945,6,13,15,233,89
1718,1945,6,14,0,306,128
1719,1945,6,15,0,328,128
1720,1945,6,16,152,294,156
1721,1945,6,17,94,278,156
1722,1945,6,18,30,283,150
1723,1945,6,19,122,272,122
1724,1945,6,20,38,250,122
1725,1945,6,21,0,272,89
1726,1945,6,22,18,244,128
1727,1945,6,23,0,267,83
1728,1945,6,24,0,306,111
1729,1945,6,25,0,294,117
1730,1945,6,26,0,289,144
1731,1945,6,27,0,261,56
1732,1945,6,28,0,283,44
1733,1945,6,29,18,294,128
1734,1945,6,30,0,311,178
1735,1945,7,1,0,322,122
1736,1945,7,2,599,311,156
1737,1945,7,3,10,217,100
1738,1945,7,4,0,256,67
1739,1945,7,5,0,250,133
1740,1945,7,6,64,267,167
1741,1945,7,7,0,256,72
1742,1945,7,8,10,267,94
1743,1945,7,9,0,283,100
1744,1945,7,10,30,267,172
