,Year,Month,Day,Prec,Tmax,Tmin
3639,1950,9,18,0,161,22
3640,1950,9,19,0,194,11
3641,1950,9,20,0,189,72
3642,1950,9,21,0,189,56
3643,1950,9,22,0,211,72
3644,1950,9,23,0,183,89
3645,1950,9,24,8,133,72
3646,1950,9,25,10,89,11
3647,1950,9,26,0,111,-28
3648,1950,9,27,0,128,61
3649,1950,9,28,0,183,44
3650,1950,9,29,0,144,72
3651,1950,9,30,0,194,44
3652,1950,10,1,0,244,72
3653,1950,10,2,0,278,89
3654,1950,10,3,0,278,89
3655,1950,10,4,0,239,100
3656,1950,10,5,23,156,28
3657,1950,10,6,0,128,-22
3658,1950,10,7,0,172,-22
3659,1950,10,8,0,189,6
3660,1950,10,9,0,217,106
3661,1950,10,10,0,228,89
3662,1950,10,11,10,189,100
3663,1950,10,12,122,128,72
3664,1950,10,13,36,139,72
3665,1950,10,14,102,100,50
3666,1950,10,15,10,106,6
3667,1950,10,16,0,144,0
3668,1950,10,17,0,178,-44
3669,1950,10,18,0,172,39
3670,1950,10,19,0,206,44
3671,1950,10,20,0,244,44
3672,1950,10,21,0,200,28
3673,1950,10,22,0,200,-39
3674,1950,10,23,0,194,-6
3675,1950,10,24,13,128,44
3676,1950,10,25,15,83,33
3677,1950,10,26,8,111,61
3678,1950,10,27,0,83,0
3679,1950,10,28,0,133,-94
3680,1950,10,29,0,122,44
3681,1950,10,30,20,222,106
3682,1950,10,31,0,222,61
3683,1950,11,1,0,206,17
3684,1950,11,2,0,261,44
3685,1950,11,3,0,239,83
3686,1950,11,4,71,161,-22
3687,1950,11,5,18,167,22
3688,1950,11,6,246,156,11
3689,1950,11,7,0,122,-22
3690,1950,11,8,0,172,-11
3691,1950,11,9,0,144,50
3692,1950,11,10,33,167,44
3693,1950,11,11,28,167,17
3694,1950,11,12,13,72,-33
3695,1950,11,13,0,28,-50
3696,1950,11,14,0,44,-89
3697,1950,11,15,0,61,-22
3698,1950,11,16,0,89,-89
3699,1950,11,17,0,139,39
3700,1950,11,18,8,144,28
3701,1950,11,19,0,61,-22
3702,1950,11,20,0,139,-89
3703,1950,11,21,0,122,44
3704,1950,11,22,224,122,-56
3705,1950,11,23,8,0,-56
3706,1950,11,24,0,0,-67
3707,1950,11,25,18,50,-17
3708,1950,11,26,64,106,39
3709,1950,11,27,391,111,-61
3710,1950,11,28,0,33,-22
3711,1950,11,29,0,11,-33
3712,1950,11,30,43,-17,-39
3713,1950,12,1,23,-11,-44
3714,1950,12,2,0,0,-67
3715,1950,12,3,0,11,-111
3716,1950,12,4,0,117,0
3717,1950,12,5,0,111,-11
3718,1950,12,6,406,11,-72
3719,1950,12,7,0,39,-156
3720,1950,12,8,0,39,-83
3721,1950,12,9,0,33,-22
3722,1950,12,10,0,11,-72
3723,1950,12,11,0,6,-100
3724,1950,12,12,48,17,-33
3725,1950,12,13,0,11,-39
3726,1950,12,14,10,-22,-83
3727,1950,12,15,0,-6,-106
3728,1950,12,16,0,0,-122
3729,1950,12,17,46,6,-44
3730,1950,12,18,0,-17,-156
3731,1950,12,19,0,-50,-200
3732,1950,12,20,0,-44,-111
3733,1950,12,21,0,-22,-172
3734,1950,12,22,0,-22,-206
3735,1950,12,23,0,-22,-156
3736,1950,12,24,25,0,-39
3737,1950,12,25,0,39,-28
3738,1950,12,26,51,17,-139
3739,1950,12,27,51,-83,-172
3740,1950,12,28,28,-78,-250
3741,1950,12,29,0,-11,-244
3742,1950,12,30,0,11,-150
3743,1950,12,31,79,17,-72
3744,1951,1,1,0,-11,-44
3745,1951,1,2,0,22,-161
3746,1951,1,3,0,56,-56
3747,1951,1,4,0,67,11
3748,1951,1,5,112,78,11
3749,1951,1,6,18,22,-61
3750,1951,1,7,0,61,-50
3751,1951,1,8,76,39,-89
3752,1951,1,9,81,-33,-139
3753,1951,1,10,0,-11,-206
3754,1951,1,11,0,33,-139
3755,1951,1,12,0,17,-67
3756,1951,1,13,15,11,-50
3757,1951,1,14,0,11,-67
3758,1951,1,15,0,-11,-167
3759,1951,1,16,81,39,-28
3760,1951,1,17,0,0,-56
3761,1951,1,18,36,44,-111
3762,1951,1,19,0,61,-44
3763,1951,1,20,18,78,-28
3764,1951,1,21,0,122,-33
3765,1951,1,22,0,111,-94
3766,1951,1,23,0,-61,-156
3767,1951,1,24,0,11,-139
3768,1951,1,25,272,28,-6
3769,1951,1,26,0,39,-56
3770,1951,1,27,0,-39,-122
3771,1951,1,28,18,-39,-111
3772,1951,1,29,0,-39,-106
3773,1951,1,30,91,-28,-100
3774,1951,1,31,0,-78,-156
3775,1951,2,1,0,-44,-178
3776,1951,2,2,208,100,-56
3777,1951,2,3,74,100,-106
3778,1951,2,4,0,-72,-161
3779,1951,2,5,0,0,-150
3780,1951,2,6,0,28,-111
3781,1951,2,7,0,33,-44
3782,1951,2,8,81,72,-44
3783,1951,2,9,368,-39,-178
3784,1951,2,10,0,-39,-244
3785,1951,2,11,0,-50,-261
3786,1951,2,12,0,11,-139
3787,1951,2,13,0,61,-50
3788,1951,2,14,0,106,28
3789,1951,2,15,0,94,-56
3790,1951,2,16,0,28,-111
3791,1951,2,17,0,50,-122
3792,1951,2,18,18,28,-39
3793,1951,2,19,38,22,0
3794,1951,2,20,0,61,-39
3795,1951,2,21,86,33,6
3796,1951,2,22,28,33,6
3797,1951,2,23,178,22,-6
3798,1951,2,24,0,11,-67
3799,1951,2,25,0,-11,-111
3800,1951,2,26,0,33,-67
3801,1951,2,27,0,72,-22
3802,1951,2,28,0,67,0
3803,1951,3,1,18,17,-39
3804,1951,3,2,46,-11,-56
3805,1951,3,3,0,22,-33
3806,1951,3,4,0,-6,-94
3807,1951,3,5,213,33,-50
3808,1951,3,6,0,39,-33
3809,1951,3,7,0,72,-100
3810,1951,3,8,0,72,17
3811,1951,3,9,33,56,-67
3812,1951,3,10,0,6,-78
3813,1951,3,11,0,-22,-111
3814,1951,3,12,0,0,-94
3815,1951,3,13,0,78,-39
3816,1951,3,14,0,89,-56
3817,1951,3,15,0,56,0
3818,1951,3,16,33,44,-11
3819,1951,3,17,18,17,-11
3820,1951,3,18,23,-6,-28
3821,1951,3,19,0,44,-33
3822,1951,3,20,0,61,-39
3823,1951,3,21,86,50,-44
3824,1951,3,22,0,44,-67
3825,1951,3,23,84,44,-89
3826,1951,3,24,13,78,-122
3827,1951,3,25,58,94,17
3828,1951,3,26,0,33,-67
3829,1951,3,27,0,-11,-100
3830,1951,3,28,0,94,-117
3831,1951,3,29,0,144,-11
3832,1951,3,30,18,122,67
3833,1951,3,31,48,133,94
3834,1951,4,1,282,133,17
3835,1951,4,2,0,139,-17
3836,1951,4,3,23,89,22
3837,1951,4,4,53,67,-6
3838,1951,4,5,23,67,-6
3839,1951,4,6,0,50,0
3840,1951,4,7,0,139,-39
3841,1951,4,8,0,183,-39
3842,1951,4,9,0,161,-17
3843,1951,4,10,0,156,0
3844,1951,4,11,0,117,11
3845,1951,4,12,84,89,33
3846,1951,4,13,0,161,44
3847,1951,4,14,130,133,-11
3848,1951,4,15,79,83,11
3849,1951,4,16,0,111,11
3850,1951,4,17,13,89,-33
3851,1951,4,18,0,44,-17
3852,1951,4,19,0,89,-6
3853,1951,4,20,30,167,28
3854,1951,4,21,0,106,-6
3855,1951,4,22,0,128,-56
3856,1951,4,23,0,122,17
3857,1951,4,24,119,106,11
3858,1951,4,25,0,139,-50
3859,1951,4,26,20,133,44
3860,1951,4,27,33,167,67
3861,1951,4,28,0,183,-17
3862,1951,4,29,0,156,33
3863,1951,4,30,48,217,67
3864,1951,5,1,8,194,44
3865,1951,5,2,0,233,0
3866,1951,5,3,0,228,11
3867,1951,5,4,0,172,-28
3868,1951,5,5,0,139,-39
3869,1951,5,6,0,161,-28
3870,1951,5,7,0,172,-28
3871,1951,5,8,0,144,44
3872,1951,5,9,5,183,61
3873,1951,5,10,0,233,17
3874,1951,5,11,8,228,17
3875,1951,5,12,155,144,50
3876,1951,5,13,28,106,61
3877,1951,5,14,23,128,22
3878,1951,5,15,0,217,-44
3879,1951,5,16,0,272,17
3880,1951,5,17,0,283,44
3881,1951,5,18,0,272,72
3882,1951,5,19,0,200,83
3883,1951,5,20,0,256,11
3884,1951,5,21,0,244,133
3885,1951,5,22,0,250,144
3886,1951,5,23,0,267,100
3887,1951,5,24,0,261,100
3888,1951,5,25,0,172,78
3889,1951,5,26,0,239,44
3890,1951,5,27,0,294,56
3891,1951,5,28,33,272,100
3892,1951,5,29,114,189,44
3893,1951,5,30,76,172,83
3894,1951,5,31,74,217,61
3895,1951,6,1,0,261,83
3896,1951,6,2,0,283,72
3897,1951,6,3,0,272,111
3898,1951,6,4,0,283,144
3899,1951,6,5,0,278,161
3900,1951,6,6,0,194,106
3901,1951,6,7,0,239,56
3902,1951,6,8,0,222,17
3903,1951,6,9,0,233,6
3904,1951,6,10,0,239,39
3905,1951,6,11,0,222,111
3906,1951,6,12,8,206,56
3907,1951,6,13,0,228,28
3908,1951,6,14,0,217,83
3909,1951,6,15,170,133,83
3910,1951,6,16,140,172,83
3911,1951,6,17,107,244,72
3912,1951,6,18,0,278,78
3913,1951,6,19,0,289,106
3914,1951,6,20,0,283,106
3915,1951,6,21,0,278,100
3916,1951,6,22,0,272,172
3917,1951,6,23,0,244,94
3918,1951,6,24,290,256,156
3919,1951,6,25,41,272,111
3920,1951,6,26,290,217,150
3921,1951,6,27,0,244,78
3922,1951,6,28,28,278,150
3923,1951,6,29,0,261,111
3924,1951,6,30,0,261,111
3925,1951,7,1,132,217,106
3926,1951,7,2,183,206,150
3927,1951,7,3,43,239,89
3928,1951,7,4,0,261,78
3929,1951,7,5,0,256,117
3930,1951,7,6,13,217,111
3931,1951,7,7,117,228,94
3932,1951,7,8,0,283,56
3933,1951,7,9,0,278,83
3934,1951,7,10,0,289,122
3935,1951,7,11,0,300,172
3936,1951,7,12,0,306,150
3937,1951,7,13,97,233,167
3938,1951,7,14,183,261,111
3939,1951,7,15,0,267,100
3940,1951,7,16,0,283,94
3941,1951,7,17,0,300,128
3942,1951,7,18,130,294,156
3943,1951,7,19,0,228,156
3944,1951,7,20,5,217,139
3945,1951,7,21,396,206,61
3946,1951,7,22,0,211,56
3947,1951,7,23,0,250,183
3948,1951,7,24,48,272,156
3949,1951,7,25,0,278,117
3950,1951,7,26,0,289,94
3951,1951,7,27,0,294,100
3952,1951,7,28,0,294,161
3953,1951,7,29,13,261,139
3954,1951,7,30,851,283,144
3955,1951,7,31,5,294,150
3956,1951,8,1,0,294,139
3957,1951,8,2,36,278,172
3958,1951,8,3,0,250,78
3959,1951,8,4,0,244,83
3960,1951,8,5,15,228,83
3961,1951,8,6,0,211,33
3962,1951,8,7,0,239,33
3963,1951,8,8,0,239,50
3964,1951,8,9,13,244,128
3965,1951,8,10,0,294,133
3966,1951,8,11,0,278,156
3967,1951,8,12,0,294,100
3968,1951,8,13,0,283,128
3969,1951,8,14,127,289,133
3970,1951,8,15,0,289,100
3971,1951,8,16,236,283,139
3972,1951,8,17,234,278,128
3973,1951,8,18,104,228,139
3974,1951,8,19,0,222,100
3975,1951,8,20,0,250,61
3976,1951,8,21,20,256,89
3977,1951,8,22,0,250,106
3978,1951,8,23,36,244,122
3979,1951,8,24,0,183,50
3980,1951,8,25,0,233,56
3981,1951,8,26,0,228,72
3982,1951,8,27,0,244,83
3983,1951,8,28,0,272,78
3984,1951,8,29,0,272,111
3985,1951,8,30,0,289,106
3986,1951,8,31,0,306,106
3987,1951,9,1,0,311,122
3988,1951,9,2,0,283,128
3989,1951,9,3,282,167,106
3990,1951,9,4,51,200,111
3991,1951,9,5,5,222,50
3992,1951,9,6,0,239,28
3993,1951,9,7,0,239,67
3994,1951,9,8,124,189,94
3995,1951,9,9,41,200,6
3996,1951,9,10,0,256,17
3997,1951,9,11,0,250,39
3998,1951,9,12,48,244,128
3999,1951,9,13,0,283,106
4000,1951,9,14,0,267,128
4001,1951,9,15,0,233,150
4002,1951,9,16,251,256,106
4003,1951,9,17,0,239,67
4004,1951,9,18,0,211,56
4005,1951,9,19,0,211,50
4006,1951,9,20,0,239,39
4007,1951,9,21,0,256,50
4008,1951,9,22,0,267,33
4009,1951,9,23,0,256,111
4010,1951,9,24,46,239,100
4011,1951,9,25,0,178,11
4012,1951,9,26,0,167,67
4013,1951,9,27,66,172,6
4014,1951,9,28,0,167,61
4015,1951,9,29,58,133,11
4016,1951,9,30,8,106,6
4017,1951,10,1,0,106,-61
4018,1951,10,2,0,161,39
4019,1951,10,3,0,200,39
4020,1951,10,4,20,256,78
4021,1951,10,5,0,261,67
4022,1951,10,6,0,294,89
4023,1951,10,7,76,222,83
4024,1951,10,8,18,117,50
4025,1951,10,9,312,117,56
4026,1951,10,10,8,117,11
4027,1951,10,11,0,122,-39
4028,1951,10,12,13,100,6
4029,1951,10,13,229,139,-6
4030,1951,10,14,0,156,-72
4031,1951,10,15,0,189,-56
4032,1951,10,16,0,194,17
4033,1951,10,17,0,239,17
4034,1951,10,18,0,244,0
4035,1951,10,19,0,211,17
4036,1951,10,20,0,172,-6
4037,1951,10,21,5,133,-44
4038,1951,10,22,0,156,-39
4039,1951,10,23,0,189,72
4040,1951,10,24,0,189,94
4041,1951,10,25,0,178,94
4042,1951,10,26,198,172,44
4043,1951,10,27,5,206,6
4044,1951,10,28,0,128,17
4045,1951,10,29,0,61,-28
4046,1951,10,30,56,78,-17
4047,1951,10,31,0,111,-61
4048,1951,11,1,0,150,50
4049,1951,11,2,99,89,-39
4050,1951,11,3,38,22,-50
4051,1951,11,4,409,72,-56
4052,1951,11,5,104,22,-172
4053,1951,11,6,0,17,-178
4054,1951,11,7,0,0,-167
4055,1951,11,8,38,150,-28
4056,1951,11,9,145,61,-22
4057,1951,11,10,0,11,-39
4058,1951,11,11,0,83,-72
4059,1951,11,12,0,83,-28
4060,1951,11,13,0,106,-67
4061,1951,11,14,0,144,11
4062,1951,11,15,0,172,83
4063,1951,11,16,76,106,50
4064,1951,11,17,8,106,-17
4065,1951,11,18,51,50,-39
4066,1951,11,19,0,0,-78
4067,1951,11,20,13,-44,-94
4068,1951,11,21,0,-50,-117
4069,1951,11,22,0,28,-139
4070,1951,11,23,0,44,-94
4071,1951,11,24,99,94,6
4072,1951,11,25,137,94,-50
4073,1951,11,26,0,33,-89
4074,1951,11,27,74,28,-50
4075,1951,11,28,8,0,-139
4076,1951,11,29,0,11,-206
4077,1951,11,30,0,39,-94
4078,1951,12,1,0,67,-111
4079,1951,12,2,0,72,-94
4080,1951,12,3,0,78,-67
4081,1951,12,4,0,39,-83
4082,1951,12,5,0,117,17
4083,1951,12,6,89,139,83
4084,1951,12,7,13,150,67
4085,1951,12,8,0,161,28
4086,1951,12,9,43,167,56
4087,1951,12,10,76,72,-6
4088,1951,12,11,38,39,-28
4089,1951,12,12,0,-11,-94
4090,1951,12,13,0,-6,-44
4091,1951,12,14,8,-33,-122
4092,1951,12,15,0,-61,-150
4093,1951,12,16,130,28,-94
4094,1951,12,17,0,-28,-178
4095,1951,12,18,0,-94,-222
4096,1951,12,19,114,-33,-189
4097,1951,12,20,229,-28,-156
4098,1951,12,21,147,0,-256
4099,1951,12,22,145,89,0
4100,1951,12,23,28,78,-67
4101,1951,12,24,0,-6,-100
4102,1951,12,25,0,-17,-33
4103,1951,12,26,0,-33,-50
4104,1951,12,27,38,6,-72
4105,1951,12,28,8,-67,-122
4106,1951,12,29,0,-78,-200
4107,1951,12,30,5,22,-78
4108,1951,12,31,0,39,6
4109,1952,1,1,147,50,6
4110,1952,1,2,0,89,33
4111,1952,1,3,0,78,0
4112,1952,1,4,61,11,-56
4113,1952,1,5,0,-6,-139
4114,1952,1,6,15,11,-67
4115,1952,1,7,0,-17,-56
4116,1952,1,8,0,-44,-117
4117,1952,1,9,0,0,-200
4118,1952,1,10,0,-6,-78
4119,1952,1,11,0,6,-17
4120,1952,1,12,0,-17,-106
4121,1952,1,13,0,44,-133
4122,1952,1,14,0,50,-44
4123,1952,1,15,0,22,17
4124,1952,1,16,25,111,17
4125,1952,1,17,33,100,-17
4126,1952,1,18,0,28,-78
4127,1952,1,19,137,17,-17
4128,1952,1,20,0,0,-50
4129,1952,1,21,71,11,-33
4130,1952,1,22,25,11,-111
4131,1952,1,23,0,28,-161
4132,1952,1,24,30,94,-17
4133,1952,1,25,0,-11,-89
4134,1952,1,26,0,-50,-111
4135,1952,1,27,145,61,-61
4136,1952,1,28,183,83,11
4137,1952,1,29,0,17,-67
4138,1952,1,30,0,-28,-167
4139,1952,1,31,0,-89,-194
4140,1952,2,1,0,-11,-150
4141,1952,2,2,0,83,-67
4142,1952,2,3,76,83,33
4143,1952,2,4,0,78,-44
4144,1952,2,5,84,128,39
4145,1952,2,6,94,78,6
4146,1952,2,7,13,11,-39
4147,1952,2,8,38,-6,-50
4148,1952,2,9,23,11,-122
4149,1952,2,10,0,6,-39
4150,1952,2,11,0,22,-44
4151,1952,2,12,28,22,-50
4152,1952,2,13,0,-6,-89
4153,1952,2,14,0,-78,-156
4154,1952,2,15,0,-61,-156
4155,1952,2,16,0,-33,-150
4156,1952,2,17,0,28,-144
4157,1952,2,18,163,28,-22
4158,1952,2,19,104,11,-67
4159,1952,2,20,0,-22,-72
4160,1952,2,21,0,17,-122
4161,1952,2,22,0,6,-39
4162,1952,2,23,38,-6,-111
4163,1952,2,24,0,0,-83
4164,1952,2,25,0,44,-133
4165,1952,2,26,25,6,-106
4166,1952,2,27,0,33,-172
4167,1952,2,28,0,50,-150
4168,1952,2,29,0,11,-50
4169,1952,3,1,25,6,-94
4170,1952,3,2,0,-11,-117
4171,1952,3,3,38,-11,-144
4172,1952,3,4,0,6,-72
4173,1952,3,5,0,33,-22
4174,1952,3,6,251,33,-39
4175,1952,3,7,0,-33,-61
4176,1952,3,8,30,-28,-72
4177,1952,3,9,0,-17,-61
4178,1952,3,10,0,44,-56
4179,1952,3,11,0,33,-11
4180,1952,3,12,127,89,17
4181,1952,3,13,109,72,-11
4182,1952,3,14,64,17,-83
4183,1952,3,15,51,0,-83
4184,1952,3,16,0,-22,-111
4185,1952,3,17,0,-50,-111
4186,1952,3,18,38,-11,-61
4187,1952,3,19,0,44,-39
4188,1952,3,20,0,50,-11
4189,1952,3,21,79,106,-6
4190,1952,3,22,30,139,-11
4191,1952,3,23,0,139,-22
4192,1952,3,24,15,39,17
4193,1952,3,25,13,61,11
4194,1952,3,26,0,78,-39
4195,1952,3,27,0,172,-17
4196,1952,3,28,0,122,-17
4197,1952,3,29,8,28,-50
4198,1952,3,30,0,50,-78
4199,1952,3,31,0,94,-78
4200,1952,4,1,0,139,-17
4201,1952,4,2,0,161,22
4202,1952,4,3,122,144,44
4203,1952,4,4,33,144,0
4204,1952,4,5,0,133,17
4205,1952,4,6,84,122,67
4206,1952,4,7,155,111,17
4207,1952,4,8,0,33,0
4208,1952,4,9,0,83,11
4209,1952,4,10,0,139,-11
4210,1952,4,11,0,178,-17
4211,1952,4,12,15,156,-22
4212,1952,4,13,0,106,-78
4213,1952,4,14,41,83,28
4214,1952,4,15,165,156,67
4215,1952,4,16,0,156,50
4216,1952,4,17,0,128,-39
4217,1952,4,18,0,167,-28
4218,1952,4,19,0,200,56
4219,1952,4,20,0,200,17
4220,1952,4,21,0,206,139
4221,1952,4,22,0,183,0
4222,1952,4,23,0,239,11
4223,1952,4,24,25,239,89
4224,1952,4,25,0,183,11
4225,1952,4,26,18,161,56
4226,1952,4,27,175,167,44
4227,1952,4,28,0,189,78
4228,1952,4,29,0,178,94
4229,1952,4,30,84,178,94
4230,1952,5,1,0,189,28
4231,1952,5,2,0,139,-33
4232,1952,5,3,0,133,-39
4233,1952,5,4,0,128,-33
4234,1952,5,5,0,172,-33
4235,1952,5,6,0,144,-33
4236,1952,5,7,0,222,33
4237,1952,5,8,0,156,44
4238,1952,5,9,0,150,-22
4239,1952,5,10,0,194,-11
4240,1952,5,11,0,211,39
4241,1952,5,12,127,183,111
4242,1952,5,13,94,128,22
4243,1952,5,14,175,83,44
4244,1952,5,15,79,178,44
4245,1952,5,16,10,178,72
4246,1952,5,17,61,161,28
4247,1952,5,18,0,150,-11
4248,1952,5,19,51,156,67
4249,1952,5,20,0,189,28
4250,1952,5,21,0,111,89
4251,1952,5,22,102,122,94
4252,1952,5,23,20,183,94
4253,1952,5,24,0,206,33
4254,1952,5,25,0,206,61
4255,1952,5,26,102,156,100
4256,1952,5,27,28,200,117
4257,1952,5,28,5,217,56
4258,1952,5,29,0,250,33
4259,1952,5,30,66,172,139
4260,1952,5,31,0,217,50
4261,1952,6,1,0,217,89
4262,1952,6,2,127,200,150
4263,1952,6,3,76,228,56
4264,1952,6,4,0,250,28
4265,1952,6,5,0,261,122
4266,1952,6,6,76,239,94
4267,1952,6,7,0,239,100
4268,1952,6,8,33,228,156
4269,1952,6,9,0,250,61
4270,1952,6,10,0,244,150
4271,1952,6,11,23,250,67
4272,1952,6,12,5,228,94
4273,1952,6,13,0,189,94
4274,1952,6,14,0,233,17
4275,1952,6,15,0,250,61
4276,1952,6,16,0,267,172
4277,1952,6,17,0,267,194
4278,1952,6,18,0,306,206
4279,1952,6,19,53,306,206
4280,1952,6,20,0,239,156
4281,1952,6,21,20,217,61
4282,1952,6,22,13,189,89
4283,1952,6,23,10,172,117
4284,1952,6,24,0,167,139
4285,1952,6,25,0,294,144
4286,1952,6,26,0,322,217
4287,1952,6,27,0,339,183
4288,1952,6,28,5,333,194
4289,1952,6,29,0,283,144
4290,1952,6,30,0,267,122
4291,1952,7,1,69,256,150
4292,1952,7,2,0,267,61
4293,1952,7,3,0,278,67
4294,1952,7,4,0,289,83
4295,1952,7,5,0,283,200
4296,1952,7,6,5,289,122
4297,1952,7,7,0,311,111
4298,1952,7,8,0,300,111
4299,1952,7,9,0,289,128
4300,1952,7,10,97,239,189
4301,1952,7,11,978,211,150
4302,1952,7,12,0,267,150
4303,1952,7,13,0,306,117
4304,1952,7,14,0,311,150
4305,1952,7,15,0,328,161
4306,1952,7,16,0,317,217
4307,1952,7,17,0,317,183
4308,1952,7,18,0,300,139
4309,1952,7,19,0,300,167
4310,1952,7,20,0,289,250
4311,1952,7,21,0,300,250
4312,1952,7,22,191,306,183
4313,1952,7,23,109,306,206
4314,1952,7,24,0,317,139
4315,1952,7,25,71,244,161
4316,1952,7,26,0,256,100
4317,1952,7,27,0,289,139
4318,1952,7,28,43,289,194
4319,1952,7,29,0,267,128
4320,1952,7,30,25,244,183
4321,1952,7,31,0,256,89
4322,1952,8,1,0,261,128
4323,1952,8,2,0,244,72
4324,1952,8,3,0,244,89
4325,1952,8,4,13,278,122
4326,1952,8,5,0,278,139
4327,1952,8,6,13,267,200
4328,1952,8,7,0,267,156
4329,1952,8,8,0,261,139
4330,1952,8,9,0,256,122
4331,1952,8,10,0,272,106
4332,1952,8,11,203,261,167
4333,1952,8,12,76,267,178
4334,1952,8,13,38,261,161
4335,1952,8,14,122,256,178
4336,1952,8,15,0,261,89
4337,1952,8,16,0,278,100
4338,1952,8,17,25,261,183
4339,1952,8,18,99,239,183
4340,1952,8,19,0,228,106
4341,1952,8,20,0,244,83
4342,1952,8,21,0,261,83
4343,1952,8,22,0,244,128
4344,1952,8,23,140,183,150
4345,1952,8,24,0,189,39
4346,1952,8,25,0,222,17
4347,1952,8,26,0,244,33
4348,1952,8,27,0,294,83
4349,1952,8,28,0,322,111
4350,1952,8,29,0,317,144
4351,1952,8,30,0,283,194
4352,1952,8,31,23,272,172
4353,1952,9,1,0,244,161
4354,1952,9,2,0,200,167
4355,1952,9,3,51,289,133
4356,1952,9,4,109,278,133
4357,1952,9,5,0,211,67
4358,1952,9,6,0,256,72
4359,1952,9,7,0,261,94
4360,1952,9,8,0,244,94
4361,1952,9,9,0,194,11
4362,1952,9,10,0,217,33
4363,1952,9,11,0,272,61
4364,1952,9,12,0,306,106
4365,1952,9,13,0,294,128
4366,1952,9,14,0,311,128
4367,1952,9,15,0,300,117
4368,1952,9,16,13,233,150
4369,1952,9,17,157,211,78
4370,1952,9,18,0,200,44
4371,1952,9,19,0,239,67
4372,1952,9,20,30,228,167
4373,1952,9,21,51,194,106
4374,1952,9,22,0,178,61
4375,1952,9,23,25,161,33
4376,1952,9,24,0,189,39
4377,1952,9,25,0,194,44
4378,1952,9,26,0,189,44
4379,1952,9,27,0,222,44
4380,1952,9,28,5,167,-6
4381,1952,9,29,0,194,0
4382,1952,9,30,0,256,39
4383,1952,10,1,0,200,94
4384,1952,10,2,0,217,50
4385,1952,10,3,10,200,128
4386,1952,10,4,191,128,50
4387,1952,10,5,10,167,-11
4388,1952,10,6,0,167,61
4389,1952,10,7,5,139,83
4390,1952,10,8,25,133,44
4391,1952,10,9,0,122,-39
4392,1952,10,10,0,144,-39
4393,1952,10,11,0,111,-6
4394,1952,10,12,0,128,-44
4395,1952,10,13,0,144,-50
4396,1952,10,14,0,206,28
4397,1952,10,15,0,183,100
4398,1952,10,16,0,200,22
4399,1952,10,17,18,172,50
4400,1952,10,18,0,117,0
4401,1952,10,19,0,122,0
4402,1952,10,20,0,106,39
4403,1952,10,21,0,50,-44
4404,1952,10,22,0,89,-83
4405,1952,10,23,0,117,-50
4406,1952,10,24,0,161,44
4407,1952,10,25,0,150,50
4408,1952,10,26,0,122,11
4409,1952,10,27,0,122,-100
4410,1952,10,28,0,183,28
4411,1952,10,29,0,161,-6
4412,1952,10,30,58,17,-39
4413,1952,10,31,0,106,-17
4414,1952,11,1,0,122,-39
4415,1952,11,2,0,178,61
4416,1952,11,3,0,183,-17
4417,1952,11,4,10,122,56
4418,1952,11,5,13,67,-22
4419,1952,11,6,0,89,-78
4420,1952,11,7,0,72,17
4421,1952,11,8,46,33,-11
4422,1952,11,9,13,22,-33
4423,1952,11,10,0,28,-83
4424,1952,11,11,41,61,-6
4425,1952,11,12,0,44,-17
4426,1952,11,13,0,17,-50
4427,1952,11,14,0,83,-67
4428,1952,11,15,0,144,-78
4429,1952,11,16,0,100,0
4430,1952,11,17,79,161,83
4431,1952,11,18,0,117,44
4432,1952,11,19,0,83,44
4433,1952,11,20,0,94,50
4434,1952,11,21,43,139,61
4435,1952,11,22,140,133,111
4436,1952,11,23,23,128,83
4437,1952,11,24,155,128,17
4438,1952,11,25,0,67,28
4439,1952,11,26,0,67,0
4440,1952,11,27,0,106,28
4441,1952,11,28,36,117,17
4442,1952,11,29,0,33,-50
4443,1952,11,30,0,-6,-72
4444,1952,12,1,0,-6,-83
4445,1952,12,2,0,-11,-156
4446,1952,12,3,13,-17,-100
4447,1952,12,4,48,22,-39
4448,1952,12,5,0,61,-128
4449,1952,12,6,0,67,-17
4450,1952,12,7,165,61,-22
4451,1952,12,8,0,6,-6
4452,1952,12,9,0,78,-61
4453,1952,12,10,0,67,-33
4454,1952,12,11,0,111,56
4455,1952,12,12,701,133,33
4456,1952,12,13,226,44,0
4457,1952,12,14,0,11,-39
4458,1952,12,15,0,-6,-56
4459,1952,12,16,0,-33,-56
4460,1952,12,17,8,11,-44
4461,1952,12,18,0,50,-78
4462,1952,12,19,0,28,-28
4463,1952,12,20,0,-6,-89
4464,1952,12,21,0,0,-117
4465,1952,12,22,41,6,-17
4466,1952,12,23,130,17,-33
4467,1952,12,24,0,11,-6
4468,1952,12,25,0,44,-6
4469,1952,12,26,0,39,-6
4470,1952,12,27,0,6,-33
4471,1952,12,28,0,-22,-128
4472,1952,12,29,0,-89,-178
4473,1952,12,30,0,-44,-167
4474,1952,12,31,0,0,-67
4475,1953,1,1,0,6,-11
4476,1953,1,2,0,17,-11
4477,1953,1,3,0,22,-11
4478,1953,1,4,0,28,0
4479,1953,1,5,28,11,-39
4480,1953,1,6,0,-17,-89
4481,1953,1,7,15,-33,-67
4482,1953,1,8,30,-33,-100
