number,year,month,day,discharge,ET,precp
3571,1950,7,11,279,0.38,0.38
3572,1950,7,12,279,0.39,0.13
3573,1950,7,13,270,0.38,0
3574,1950,7,14,384,0.31,0.94
3575,1950,7,15,322,0.27,0
3576,1950,7,16,266,0.36,0
3577,1950,7,17,239,0.45,0
3578,1950,7,18,230,0.45,0.69
3579,1950,7,19,220,0.33,0.18
3580,1950,7,20,289,0.32,1.02
3581,1950,7,21,400,0.27,1.02
3582,1950,7,22,352,0.28,0
3583,1950,7,23,262,0.3,0
3584,1950,7,24,241,0.29,0
3585,1950,7,25,304,0.35,0.84
3586,1950,7,26,252,0.33,0.05
3587,1950,7,27,217,0.31,0
3588,1950,7,28,201,0.33,0
3589,1950,7,29,286,0.36,1.78
3590,1950,7,30,326,0.38,0.15
3591,1950,7,31,299,0.4,0.46
3592,1950,8,1,330,0.38,0.13
3593,1950,8,2,767,0.38,1.73
3594,1950,8,3,715,0.31,0.08
3595,1950,8,4,1110,0.25,0.64
3596,1950,8,5,640,0.24,0
3597,1950,8,6,567,0.25,0.79
3598,1950,8,7,480,0.25,0
3599,1950,8,8,380,0.27,0
3600,1950,8,9,322,0.29,0
3601,1950,8,10,286,0.33,0
3602,1950,8,11,255,0.31,0
3603,1950,8,12,230,0.23,0
3604,1950,8,13,208,0.22,0
3605,1950,8,14,190,0.23,0
3606,1950,8,15,176,0.26,0
3607,1950,8,16,174,0.3,0
3608,1950,8,17,257,0.31,1.37
3609,1950,8,18,322,0.36,0
3610,1950,8,19,674,0.32,1.55
3611,1950,8,20,2260,0.33,2.49
3612,1950,8,21,1050,0.22,0
3613,1950,8,22,673,0.22,0
3614,1950,8,23,520,0.25,0
3615,1950,8,24,429,0.32,0
3616,1950,8,25,372,0.31,0
3617,1950,8,26,322,0.32,0
3618,1950,8,27,286,0.33,0
3619,1950,8,28,255,0.36,0
3620,1950,8,29,249,0.35,0.66
3621,1950,8,30,330,0.33,1.75
3622,1950,8,31,372,0.34,1.73
3623,1950,9,1,1960,0.28,4.47
3624,1950,9,2,2500,0.25,0.99
3625,1950,9,3,1440,0.21,0.13
3626,1950,9,4,1120,0.21,0
3627,1950,9,5,880,0.16,0
3628,1950,9,6,719,0.17,0
3629,1950,9,7,607,0.2,0
3630,1950,9,8,520,0.23,0
3631,1950,9,9,462,0.25,0
3632,1950,9,10,425,0.25,0.48
3633,1950,9,11,444,0.25,0.74
3634,1950,9,12,564,0.19,0.3
3635,1950,9,13,506,0.19,0.1
3636,1950,9,14,484,0.18,0.53
3637,1950,9,15,462,0.19,0.1
3638,1950,9,16,454,0.16,0.61
3639,1950,9,17,462,0.13,0
3640,1950,9,18,390,0.14,0
3641,1950,9,19,350,0.17,0
3642,1950,9,20,330,0.16,0
3643,1950,9,21,310,0.18,0
3644,1950,9,22,300,0.17,0
3645,1950,9,23,280,0.14,0.08
3646,1950,9,24,270,0.1,0.1
3647,1950,9,25,250,0.09,0
3648,1950,9,26,240,0.13,0
3649,1950,9,27,225,0.15,0
3650,1950,9,28,210,0.15,0
3651,1950,9,29,195,0.16,0
3652,1950,9,30,185,0.2,0
3653,1950,10,1,180,0.18,0
3654,1950,10,2,170,0.18,0
3655,1950,10,3,165,0.17,0
3656,1950,10,4,165,0.1,0.23
3657,1950,10,5,160,0.08,0
3658,1950,10,6,160,0.09,0
3659,1950,10,7,155,0.11,0
3660,1950,10,8,155,0.16,0
3661,1950,10,9,150,0.16,0
3662,1950,10,10,225,0.14,0.1
3663,1950,10,11,430,0.11,1.22
3664,1950,10,12,330,0.11,0.36
3665,1950,10,13,320,0.09,1.02
3666,1950,10,14,310,0.08,0.1
3667,1950,10,15,290,0.09,0
3668,1950,10,16,240,0.09,0
3669,1950,10,17,210,0.11,0
3670,1950,10,18,195,0.13,0
3671,1950,10,19,185,0.14,0
3672,1950,10,20,180,0.12,0
3673,1950,10,21,175,0.1,0
3674,1950,10,22,175,0.1,0
3675,1950,10,23,185,0.1,0.13
3676,1950,10,24,190,0.08,0.15
3677,1950,10,25,185,0.1,0.08
3678,1950,10,26,180,0.07,0
3679,1950,10,27,175,0.06,0
3680,1950,10,28,165,0.1,0
3681,1950,10,29,160,0.16,0.2
3682,1950,10,30,155,0.14,0
3683,1950,10,31,155,0.12,0
3684,1950,11,1,150,0.12,0
3685,1950,11,2,145,0.13,0
3686,1950,11,3,150,0.07,0.71
3687,1950,11,4,215,0.08,0.18
3688,1950,11,5,880,0.08,2.46
3689,1950,11,6,720,0.06,0
3690,1950,11,7,520,0.08,0
3691,1950,11,8,450,0.08,0
3692,1950,11,9,480,0.09,0.33
3693,1950,11,10,500,0.08,0.28
3694,1950,11,11,470,0.05,0.13
3695,1950,11,12,440,0,0
3696,1950,11,13,410,0,0
3697,1950,11,14,380,0.05,0
3698,1950,11,15,360,0,0
3699,1950,11,16,350,0.08,0
3700,1950,11,17,350,0.08,0.08
3701,1950,11,18,330,0.05,0
3702,1950,11,19,310,0.05,0
3703,1950,11,20,360,0.08,0
3704,1950,11,21,1160,0.06,2.24
3705,1950,11,22,1040,0,0.08
3706,1950,11,23,846,0,0
3707,1950,11,24,822,0.05,0.18
3708,1950,11,25,2120,0.07,0.64
3709,1950,11,26,11300,0.05,3.91
3710,1950,11,27,6370,0.05,0
3711,1950,11,28,3710,0,0
3712,1950,11,29,2790,0,0.43
3713,1950,11,30,2270,0,0.23
3714,1950,12,1,1860,0,0
3715,1950,12,2,1560,0,0
3716,1950,12,3,2020,0.06,0
3717,1950,12,4,11600,0.05,0
3718,1950,12,5,13900,0,4.06
3719,1950,12,6,6090,0,0
3720,1950,12,7,4090,0,0
3721,1950,12,8,5560,0.04,0
3722,1950,12,9,4540,0,0
3723,1950,12,10,3230,0,0
3724,1950,12,11,2700,0,0.48
3725,1950,12,12,2300,0,0
3726,1950,12,13,1860,0,0.1
3727,1950,12,14,1520,0,0
3728,1950,12,15,1320,0,0
3729,1950,12,16,1200,0,0.46
3730,1950,12,17,1040,0,0
3731,1950,12,18,900,0,0
3732,1950,12,19,820,0,0
3733,1950,12,20,700,0,0
3734,1950,12,21,600,0,0
3735,1950,12,22,600,0,0
3736,1950,12,23,680,0,0.25
3737,1950,12,24,700,0.04,0
3738,1950,12,25,660,0,0.51
3739,1950,12,26,460,0,0.51
3740,1950,12,27,370,0,0.28
3741,1950,12,28,430,0,0
3742,1950,12,29,600,0,0
3743,1950,12,30,700,0,0.79
3744,1950,12,31,620,0,0
3745,1951,1,1,500,0,0
3746,1951,1,2,480,0,0
3747,1951,1,3,660,0.05,0
3748,1951,1,4,4500,0.05,1.12
3749,1951,1,5,3880,0,0.18
3750,1951,1,6,2710,0.04,0
3751,1951,1,7,2270,0,0.76
3752,1951,1,8,1800,0,0.81
3753,1951,1,9,1400,0,0
3754,1951,1,10,1250,0,0
3755,1951,1,11,1200,0,0
3756,1951,1,12,1100,0,0.15
3757,1951,1,13,980,0,0
3758,1951,1,14,840,0,0
3759,1951,1,15,1400,0.04,0.81
3760,1951,1,16,1920,0,0
3761,1951,1,17,1260,0,0.36
3762,1951,1,18,1170,0.04,0
3763,1951,1,19,1290,0.05,0.18
3764,1951,1,20,1670,0.05,0
3765,1951,1,21,1910,0.04,0
3766,1951,1,22,1550,0,0
3767,1951,1,23,1250,0,0
3768,1951,1,24,4140,0.04,2.72
3769,1951,1,25,3790,0,0
3770,1951,1,26,2430,0,0
3771,1951,1,27,1900,0,0.18
3772,1951,1,28,1550,0,0
3773,1951,1,29,1500,0,0.91
3774,1951,1,30,1140,0,0
3775,1951,1,31,800,0,0
3776,1951,2,1,2350,0.06,2.08
3777,1951,2,2,6430,0,0.74
3778,1951,2,3,2100,0,0
3779,1951,2,4,1650,0,0
3780,1951,2,5,1450,0,0
3781,1951,2,6,1300,0,0
3782,1951,2,7,3500,0.06,0.81
3783,1951,2,8,3820,0,3.68
3784,1951,2,9,1700,0,0
3785,1951,2,10,1440,0,0
3786,1951,2,11,1350,0,0
3787,1951,2,12,1350,0.05,0
3788,1951,2,13,2310,0.08,0
3789,1951,2,14,3230,0.06,0
3790,1951,2,15,1790,0,0
3791,1951,2,16,1520,0,0
3792,1951,2,17,1400,0,0.18
3793,1951,2,18,1560,0.05,0.38
3794,1951,2,19,1480,0.05,0
3795,1951,2,20,2860,0.06,0.86
3796,1951,2,21,3170,0.06,0.28
3797,1951,2,22,4900,0.05,1.78
3798,1951,2,23,2840,0,0
3799,1951,2,24,2020,0,0
3800,1951,2,25,1730,0,0
3801,1951,2,26,1610,0.06,0
3802,1951,2,27,1710,0.06,0
3803,1951,2,28,1560,0,0.18
3804,1951,3,1,1250,0,0.46
3805,1951,3,2,1160,0,0
3806,1951,3,3,1040,0,0
3807,1951,3,4,980,0,2.13
3808,1951,3,5,960,0.07,0
3809,1951,3,6,1000,0,0
3810,1951,3,7,1490,0.09,0
3811,1951,3,8,2350,0,0.33
3812,1951,3,9,1780,0,0
3813,1951,3,10,1250,0,0
3814,1951,3,11,1100,0,0
3815,1951,3,12,1180,0.07,0
3816,1951,3,13,1470,0.07,0
3817,1951,3,14,1780,0.08,0
3818,1951,3,15,1940,0.07,0.33
3819,1951,3,16,1550,0.07,0.18
3820,1951,3,17,1360,0,0.23
3821,1951,3,18,1200,0.07,0
3822,1951,3,19,1260,0.07,0
3823,1951,3,20,1740,0.07,0.86
3824,1951,3,21,1720,0,0
3825,1951,3,22,1440,0,0.84
3826,1951,3,23,1320,0,0.13
3827,1951,3,24,2500,0.09,0.58
3828,1951,3,25,3480,0,0
3829,1951,3,26,2250,0,0
3830,1951,3,27,1860,0,0
3831,1951,3,28,1840,0.1,0
3832,1951,3,29,2430,0.12,0.18
3833,1951,3,30,5720,0.14,0.48
3834,1951,3,31,11900,0.11,2.82
3835,1951,4,1,6800,0.12,0
3836,1951,4,2,4900,0.12,0.23
3837,1951,4,3,3950,0.1,0.53
3838,1951,4,4,3420,0.1,0.23
3839,1951,4,5,2900,0.1,0
3840,1951,4,6,2430,0.11,0
3841,1951,4,7,2070,0.13,0
3842,1951,4,8,1840,0.13,0
3843,1951,4,9,1690,0.14,0
3844,1951,4,10,1640,0.12,0
3845,1951,4,11,1830,0.12,0.84
3846,1951,4,12,1810,0.16,0
3847,1951,4,13,3630,0.12,1.3
3848,1951,4,14,3160,0.11,0.79
3849,1951,4,15,2690,0.12,0
3850,1951,4,16,2230,0.1,0.13
3851,1951,4,17,1920,0.09,0
3852,1951,4,18,1710,0.11,0
3853,1951,4,19,1480,0.15,0.3
3854,1951,4,20,1310,0.11,0
3855,1951,4,21,1110,0.1,0
3856,1951,4,22,990,0.13,0
3857,1951,4,23,1420,0.12,1.19
3858,1951,4,24,1250,0.11,0
3859,1951,4,25,1130,0.15,0.2
3860,1951,4,26,1290,0.17,0.33
3861,1951,4,27,1150,0.14,0
3862,1951,4,28,1030,0.15,0
3863,1951,4,29,1090,0.2,0.48
3864,1951,4,30,1020,0.18,0.08
3865,1951,5,1,873,0.21,0
3866,1951,5,2,782,0.21,0
3867,1951,5,3,719,0.16,0
3868,1951,5,4,676,0.13,0
3869,1951,5,5,624,0.15,0
3870,1951,5,6,570,0.16,0
3871,1951,5,7,532,0.18,0
3872,1951,5,8,509,0.21,0.05
3873,1951,5,9,473,0.22,0
3874,1951,5,10,434,0.21,0.08
3875,1951,5,11,490,0.18,1.55
3876,1951,5,12,604,0.17,0.28
3877,1951,5,13,560,0.16,0.23
3878,1951,5,14,469,0.17,0
3879,1951,5,15,405,0.25,0
3880,1951,5,16,373,0.28,0
3881,1951,5,17,354,0.29,0
3882,1951,5,18,339,0.24,0
3883,1951,5,19,320,0.23,0
3884,1951,5,20,306,0.32,0
3885,1951,5,21,299,0.34,0
3886,1951,5,22,288,0.31,0
3887,1951,5,23,275,0.31,0
3888,1951,5,24,271,0.22,0
3889,1951,5,25,258,0.24,0
3890,1951,5,26,242,0.3,0
3891,1951,5,27,284,0.32,0.33
3892,1951,5,28,346,0.21,1.14
3893,1951,5,29,617,0.22,0.76
3894,1951,5,30,559,0.24,0.74
3895,1951,5,31,422,0.29,0
3896,1951,6,1,346,0.33,0
3897,1951,6,2,306,0.36,0
3898,1951,6,3,292,0.41,0
3899,1951,6,4,268,0.42,0
3900,1951,6,5,252,0.28,0
3901,1951,6,6,233,0.28,0
3902,1951,6,7,211,0.23,0
3903,1951,6,8,197,0.23,0
3904,1951,6,9,182,0.26,0
3905,1951,6,10,191,0.31,0
3906,1951,6,11,217,0.25,0.08
3907,1951,6,12,182,0.24,0
3908,1951,6,13,193,0.28,0
3909,1951,6,14,262,0.22,1.7
3910,1951,6,15,357,0.24,1.4
3911,1951,6,16,317,0.29,1.07
3912,1951,6,17,265,0.33,0
3913,1951,6,18,223,0.37,0
3914,1951,6,19,174,0.37,0
3915,1951,6,20,169,0.35,0
3916,1951,6,21,153,0.43,0
3917,1951,6,22,153,0.31,0
3918,1951,6,23,244,0.39,2.9
3919,1951,6,24,285,0.36,0.41
3920,1951,6,25,280,0.34,2.9
3921,1951,6,26,737,0.3,0
3922,1951,6,27,430,0.41,0.28
3923,1951,6,28,362,0.35,0
3924,1951,6,29,374,0.35,0
3925,1951,6,30,526,0.3,1.32
3926,1951,7,1,843,0.31,1.83
3927,1951,7,2,725,0.29,0.43
3928,1951,7,3,551,0.3,0
3929,1951,7,4,443,0.33,0
3930,1951,7,5,426,0.29,0.13
3931,1951,7,6,496,0.28,1.17
3932,1951,7,7,514,0.3,0
3933,1951,7,8,377,0.32,0
3934,1951,7,9,313,0.37,0
3935,1951,7,10,271,0.44,0
3936,1951,7,11,252,0.42,0
3937,1951,7,12,691,0.36,0.97
3938,1951,7,13,828,0.33,1.83
3939,1951,7,14,561,0.32,0
3940,1951,7,15,405,0.33,0
3941,1951,7,16,332,0.39,0
3942,1951,7,17,296,0.41,1.3
3943,1951,7,18,343,0.34,0
3944,1951,7,19,639,0.31,0.05
3945,1951,7,20,1730,0.24,3.96
3946,1951,7,21,1040,0.24,0
3947,1951,7,22,748,0.39,0
3948,1951,7,23,765,0.39,0.48
3949,1951,7,24,619,0.35,0
3950,1951,7,25,500,0.34,0
3951,1951,7,26,426,0.35,0
3952,1951,7,27,373,0.42,0
3953,1951,7,28,1150,0.36,0.13
3954,1951,7,29,4700,0.39,8.51
3955,1951,7,30,2140,0.41,0.05
3956,1951,7,31,1380,0.39,0
3957,1951,8,1,1250,0.36,0.36
3958,1951,8,2,941,0.25,0
3959,1951,8,3,736,0.25,0
3960,1951,8,4,645,0.24,0.15
3961,1951,8,5,556,0.19,0
3962,1951,8,6,456,0.21,0
3963,1951,8,7,405,0.22,0
3964,1951,8,8,385,0.29,0.13
3965,1951,8,9,362,0.34,0
3966,1951,8,10,332,0.34,0
3967,1951,8,11,306,0.3,0
3968,1951,8,12,282,0.32,0
3969,1951,8,13,310,0.33,1.27
3970,1951,8,14,285,0.3,0
3971,1951,8,15,380,0.33,2.36
3972,1951,8,16,946,0.32,2.34
3973,1951,8,17,1300,0.28,1.04
3974,1951,8,18,800,0.25,0
3975,1951,8,19,560,0.24,0
3976,1951,8,20,580,0.26,0.2
3977,1951,8,21,540,0.27,0
3978,1951,8,22,460,0.28,0.36
3979,1951,8,23,390,0.19,0
3980,1951,8,24,340,0.22,0
3981,1951,8,25,310,0.23,0
3982,1951,8,26,270,0.25,0
3983,1951,8,27,245,0.27,0
3984,1951,8,28,225,0.29,0
3985,1951,8,29,210,0.31,0
3986,1951,8,30,195,0.32,0
3987,1951,8,31,180,0.34,0
3988,1951,9,1,170,0.26,0
3989,1951,9,2,240,0.17,2.82
3990,1951,9,3,340,0.19,0.51
3991,1951,9,4,380,0.17,0.05
3992,1951,9,5,270,0.17,0
3993,1951,9,6,260,0.19,0
3994,1951,9,7,330,0.18,1.24
3995,1951,9,8,350,0.14,0.41
3996,1951,9,9,320,0.17,0
3997,1951,9,10,260,0.18,0
3998,1951,9,11,235,0.23,0.48
3999,1951,9,12,225,0.25,0
4000,1951,9,13,225,0.25,0
4001,1951,9,14,220,0.24,0
4002,1951,9,15,500,0.23,2.51
4003,1951,9,16,580,0.19,0
4004,1951,9,17,400,0.17,0
4005,1951,9,18,350,0.17,0
4006,1951,9,19,310,0.18,0
4007,1951,9,20,280,0.19,0
4008,1951,9,21,260,0.19,0
4009,1951,9,22,240,0.23,0
4010,1951,9,23,235,0.21,0.46
4011,1951,9,24,225,0.13,0
4012,1951,9,25,225,0.15,0
4013,1951,9,26,280,0.13,0.66
4014,1951,9,27,240,0.15,0
4015,1951,9,28,260,0.12,0.58
4016,1951,9,29,220,0.1,0.08
4017,1951,9,30,200,0.08,0
4018,1951,10,1,190,0.11,0
4019,1951,10,2,180,0.12,0
4020,1951,10,3,175,0.16,0.2
4021,1951,10,4,170,0.16,0
4022,1951,10,5,160,0.19,0
4023,1951,10,6,155,0.15,0.76
4024,1951,10,7,190,0.1,0.18
4025,1951,10,8,480,0.1,3.12
4026,1951,10,9,580,0.09,0.08
4027,1951,10,10,380,0.07,0
4028,1951,10,11,340,0.08,0.13
4029,1951,10,12,860,0.09,2.29
4030,1951,10,13,940,0.07,0
4031,1951,10,14,660,0.09,0
4032,1951,10,15,580,0.11,0
4033,1951,10,16,540,0.13,0
4034,1951,10,17,480,0.12,0
4035,1951,10,18,430,0.12,0
4036,1951,10,19,400,0.1,0
4037,1951,10,20,370,0.08,0.05
4038,1951,10,21,350,0.08,0
4039,1951,10,22,330,0.13,0
4040,1951,10,23,310,0.14,0
4041,1951,10,24,310,0.14,0
4042,1951,10,25,500,0.11,1.98
4043,1951,10,26,680,0.11,0.05
4044,1951,10,27,470,0.09,0
4045,1951,10,28,440,0.06,0
4046,1951,10,29,480,0.07,0.56
4047,1951,10,30,480,0.07,0
4048,1951,10,31,420,0.11,0
4049,1951,11,1,430,0.05,0.99
4050,1951,11,2,470,0,0.38
4051,1951,11,3,3540,0.05,4.09
4052,1951,11,4,4160,0,1.04
4053,1951,11,5,2520,0,0
4054,1951,11,6,1910,0,0
4055,1951,11,7,3020,0.07,0.38
4056,1951,11,8,6170,0.05,1.45
4057,1951,11,9,3940,0,0
4058,1951,11,10,2810,0.05,0
4059,1951,11,11,2200,0.05,0
4060,1951,11,12,1780,0.05,0
4061,1951,11,13,1480,0.07,0
4062,1951,11,14,1340,0.1,0
4063,1951,11,15,1540,0.07,0.76
4064,1951,11,16,1380,0.06,0.08
4065,1951,11,17,1420,0.05,0.51
4066,1951,11,18,1190,0,0
4067,1951,11,19,1080,0,0.13
4068,1951,11,20,990,0,0
4069,1951,11,21,911,0,0
4070,1951,11,22,861,0,0
4071,1951,11,23,1120,0.06,0.99
4072,1951,11,24,2010,0.05,1.37
4073,1951,11,25,1950,0,0
4074,1951,11,26,1700,0,0.74
4075,1951,11,27,1640,0,0.08
4076,1951,11,28,1300,0,0
4077,1951,11,29,1250,0,0
4078,1951,11,30,1130,0,0
4079,1951,12,1,1060,0,0
4080,1951,12,2,1080,0.04,0
4081,1951,12,3,1090,0,0
4082,1951,12,4,1090,0.06,0
4083,1951,12,5,1720,0.08,0.89
4084,1951,12,6,1940,0.08,0.13
4085,1951,12,7,1700,0.07,0
4086,1951,12,8,1740,0.08,0.43
4087,1951,12,9,2110,0.05,0.76
4088,1951,12,10,2350,0.04,0.38
4089,1951,12,11,1900,0,0
4090,1951,12,12,1730,0,0
4091,1951,12,13,1500,0,0.08
4092,1951,12,14,1200,0,0
4093,1951,12,15,1060,0,1.3
4094,1951,12,16,860,0,0
4095,1951,12,17,620,0,0
4096,1951,12,18,660,0,1.14
4097,1951,12,19,620,0,2.29
4098,1951,12,20,560,0,1.47
4099,1951,12,21,2150,0.05,1.45
4100,1951,12,22,4410,0.04,0.28
4101,1951,12,23,2400,0,0
4102,1951,12,24,2050,0,0
4103,1951,12,25,1600,0,0
4104,1951,12,26,1500,0,0.38
4105,1951,12,27,1250,0,0.08
4106,1951,12,28,980,0,0
4107,1951,12,29,1040,0,0.05
4108,1951,12,30,1270,0.04,0
4109,1951,12,31,2470,0.05,1.47
4110,1952,1,1,3000,0.06,0
4111,1952,1,2,3720,0.05,0
4112,1952,1,3,3030,0,0.61
4113,1952,1,4,2400,0,0
4114,1952,1,5,2150,0,0.15
4115,1952,1,6,1850,0,0
4116,1952,1,7,1500,0,0
4117,1952,1,8,1140,0,0
4118,1952,1,9,1220,0,0
4119,1952,1,10,1180,0,0
4120,1952,1,11,960,0,0
4121,1952,1,12,840,0,0
4122,1952,1,13,820,0.04,0
4123,1952,1,14,830,0.05,0
4124,1952,1,15,1360,0.06,0.25
4125,1952,1,16,1990,0.05,0.33
4126,1952,1,17,1440,0,0
4127,1952,1,18,3100,0,1.37
4128,1952,1,19,2400,0,0
4129,1952,1,20,2150,0,0.71
4130,1952,1,21,1900,0,0.25
4131,1952,1,22,1400,0,0
4132,1952,1,23,2000,0.05,0.3
4133,1952,1,24,1650,0,0
4134,1952,1,25,1100,0,0
4135,1952,1,26,1950,0,1.45
4136,1952,1,27,6990,0.06,1.83
4137,1952,1,28,4360,0,0
4138,1952,1,29,2700,0,0
4139,1952,1,30,1750,0,0
4140,1952,1,31,1450,0,0
4141,1952,2,1,1480,0.05,0
4142,1952,2,2,2420,0.08,0.76
4143,1952,2,3,2000,0.06,0
4144,1952,2,4,2650,0.09,0.84
4145,1952,2,5,4270,0.07,0.94
4146,1952,2,6,3100,0,0.13
4147,1952,2,7,2400,0,0.38
4148,1952,2,8,1950,0,0.23
4149,1952,2,9,1750,0,0
4150,1952,2,10,1530,0,0
4151,1952,2,11,1350,0,0.28
4152,1952,2,12,1160,0,0
4153,1952,2,13,840,0,0
4154,1952,2,14,620,0,0
4155,1952,2,15,580,0,0
4156,1952,2,16,620,0,0
4157,1952,2,17,640,0.05,1.63
4158,1952,2,18,620,0,1.04
4159,1952,2,19,580,0,0
4160,1952,2,20,560,0,0
4161,1952,2,21,540,0,0
4162,1952,2,22,500,0,0.38
4163,1952,2,23,460,0,0
4164,1952,2,24,420,0,0
4165,1952,2,25,410,0,0.25
4166,1952,2,26,390,0,0
4167,1952,2,27,380,0,0
4168,1952,2,28,410,0,0
4169,1952,2,29,390,0,0.25
4170,1952,3,1,320,0,0
4171,1952,3,2,300,0,0.38
4172,1952,3,3,320,0,0
4173,1952,3,4,320,0.07,0
4174,1952,3,5,400,0,2.51
4175,1952,3,6,400,0,0
4176,1952,3,7,340,0,0.3
4177,1952,3,8,320,0,0
4178,1952,3,9,310,0,0
4179,1952,3,10,330,0.07,0
4180,1952,3,11,3900,0.09,1.27
4181,1952,3,12,7800,0.08,1.09
4182,1952,3,13,3760,0,0.64
4183,1952,3,14,2430,0,0.51
4184,1952,3,15,1800,0,0
4185,1952,3,16,1550,0,0
4186,1952,3,17,1300,0,0.38
4187,1952,3,18,1180,0.07,0
4188,1952,3,19,1230,0.07,0
4189,1952,3,20,1150,0.09,0.79
4190,1952,3,21,1500,0.1,0.3
4191,1952,3,22,4830,0.1,0
4192,1952,3,23,3680,0.08,0.15
4193,1952,3,24,4510,0.08,0.13
4194,1952,3,25,3910,0.07,0
4195,1952,3,26,3720,0.11,0
4196,1952,3,27,3950,0.09,0
4197,1952,3,28,3420,0,0.08
4198,1952,3,29,2740,0,0
4199,1952,3,30,2250,0.07,0
4200,1952,3,31,1600,0.1,0
4201,1952,4,1,2160,0.15,0
4202,1952,4,2,4910,0.15,1.22
4203,1952,4,3,4820,0.13,0.33
4204,1952,4,4,3570,0.13,0
4205,1952,4,5,3580,0.15,0.84
4206,1952,4,6,5550,0.12,1.55
4207,1952,4,7,4130,0.09,0
4208,1952,4,8,3220,0.11,0
4209,1952,4,9,2520,0.12,0
4210,1952,4,10,2050,0.14,0
4211,1952,4,11,1810,0.13,0.15
4212,1952,4,12,1560,0.09,0
4213,1952,4,13,1580,0.12,0.41
4214,1952,4,14,2520,0.17,1.65
4215,1952,4,15,2840,0.16,0
4216,1952,4,16,2330,0.11,0
4217,1952,4,17,1930,0.13,0
4218,1952,4,18,1640,0.19,0
4219,1952,4,19,1410,0.17,0
4220,1952,4,20,1220,0.24,0
4221,1952,4,21,1040,0.15,0
4222,1952,4,22,924,0.18,0
4223,1952,4,23,892,0.23,0.25
4224,1952,4,24,830,0.15,0
4225,1952,4,25,929,0.17,0.18
4226,1952,4,26,1280,0.16,1.75
4227,1952,4,27,1010,0.19,0
4228,1952,4,28,930,0.2,0
4229,1952,4,29,1160,0.2,0.84
4230,1952,4,30,1020,0.17,0
4231,1952,5,1,886,0.14,0
4232,1952,5,2,818,0.13,0
4233,1952,5,3,753,0.13,0
4234,1952,5,4,697,0.15,0
4235,1952,5,5,634,0.14,0
4236,1952,5,6,599,0.22,0
4237,1952,5,7,546,0.19,0
4238,1952,5,8,514,0.15,0
4239,1952,5,9,482,0.18,0
4240,1952,5,10,439,0.22,0
4241,1952,5,11,484,0.25,1.27
4242,1952,5,12,1430,0.16,0.94
4243,1952,5,13,2510,0.15,1.75
4244,1952,5,14,2140,0.2,0.79
4245,1952,5,15,1900,0.22,0.1
4246,1952,5,16,1860,0.18,0.61
4247,1952,5,17,1590,0.15,0
4248,1952,5,18,1400,0.2,0.51
4249,1952,5,19,1340,0.2,0
4250,1952,5,20,1160,0.19,0
4251,1952,5,21,1320,0.2,1.02
4252,1952,5,22,1380,0.24,0.2
4253,1952,5,23,1170,0.21,0
4254,1952,5,24,963,0.23,0
4255,1952,5,25,1150,0.22,1.02
4256,1952,5,26,1890,0.27,0.28
4257,1952,5,27,1580,0.23,0.05
4258,1952,5,28,1270,0.24,0
4259,1952,5,29,1140,0.26,0.66
4260,1952,5,30,1120,0.23,0
4261,1952,5,31,924,0.26,0
4262,1952,6,1,879,0.33,1.27
4263,1952,6,2,1410,0.27,0.76
4264,1952,6,3,1070,0.26,0
4265,1952,6,4,848,0.36,0
4266,1952,6,5,1020,0.31,0.76
4267,1952,6,6,945,0.31,0
4268,1952,6,7,923,0.36,0.33
4269,1952,6,8,846,0.29,0
4270,1952,6,9,719,0.37,0
4271,1952,6,10,687,0.29,0.23
4272,1952,6,11,580,0.3,0.05
4273,1952,6,12,523,0.27,0
4274,1952,6,13,469,0.24,0
4275,1952,6,14,414,0.29,0
4276,1952,6,15,370,0.42,0
4277,1952,6,16,332,0.45,0
4278,1952,6,17,317,0.52,0
4279,1952,6,18,299,0.52,0.53
4280,1952,6,19,296,0.37,0
4281,1952,6,20,292,0.26,0.2
4282,1952,6,21,265,0.26,0.13
4283,1952,6,22,242,0.27,0.1
4284,1952,6,23,233,0.28,0
4285,1952,6,24,226,0.42,0
4286,1952,6,25,214,0.56,0
4287,1952,6,26,197,0.53,0
4288,1952,6,27,174,0.54,0.05
4289,1952,6,28,156,0.41,0
4290,1952,6,29,163,0.37,0
4291,1952,6,30,166,0.38,0.69
4292,1952,7,1,153,0.29,0
4293,1952,7,2,141,0.3,0
4294,1952,7,3,127,0.33,0
4295,1952,7,4,121,0.45,0
4296,1952,7,5,119,0.37,0.05
4297,1952,7,6,110,0.38,0
4298,1952,7,7,106,0.37,0
4299,1952,7,8,102,0.38,0
4300,1952,7,9,201,0.39,0.97
4301,1952,7,10,3560,0.32,9.78
4302,1952,7,11,2530,0.38,0
4303,1952,7,12,1150,0.38,0
4304,1952,7,13,759,0.43,0
4305,1952,7,14,580,0.46,0
4306,1952,7,15,469,0.52,0
4307,1952,7,16,397,0.48,0
4308,1952,7,17,343,0.4,0
4309,1952,7,18,299,0.43,0
4310,1952,7,19,285,0.53,0
4311,1952,7,20,262,0.55,0
4312,1952,7,21,383,0.46,1.91
4313,1952,7,22,545,0.49,1.09
4314,1952,7,23,355,0.42,0
4315,1952,7,24,268,0.36,0.71
4316,1952,7,25,258,0.31,0
4317,1952,7,26,223,0.39,0
4318,1952,7,27,199,0.45,0.43
