number,year,month,day,discharge,ET,precp
6207,1957,9,28,54,0.1,0
6208,1957,9,29,50,0.12,0
6209,1957,9,30,49,0.14,0
6210,1957,10,1,46,0.12,0
6211,1957,10,2,44,0.11,0
6212,1957,10,3,42,0.08,0
6213,1957,10,4,42,0.08,0
6214,1957,10,5,41,0.11,0
6215,1957,10,6,41,0.12,0
6216,1957,10,7,42,0.15,0.1
6217,1957,10,8,62,0.15,1.19
6218,1957,10,9,81,0.15,0.38
6219,1957,10,10,71,0.12,0
6220,1957,10,11,65,0.09,0
6221,1957,10,12,69,0.07,0
6222,1957,10,13,63,0.08,0
6223,1957,10,14,60,0.1,0
6224,1957,10,15,56,0.1,0
6225,1957,10,16,53,0.11,0
6226,1957,10,17,53,0.13,0
6227,1957,10,18,68,0.13,0.43
6228,1957,10,19,158,0.1,1.88
6229,1957,10,20,151,0.08,0.18
6230,1957,10,21,143,0.08,0
6231,1957,10,22,117,0.1,0
6232,1957,10,23,100,0.13,0.03
6233,1957,10,24,98,0.15,0.25
6234,1957,10,25,122,0.1,0.61
6235,1957,10,26,120,0.06,0
6236,1957,10,27,111,0,0
6237,1957,10,28,102,0.06,0.08
6238,1957,10,29,92,0.09,0
6239,1957,10,30,87,0.08,0
6240,1957,10,31,80,0.1,0
6241,1957,11,1,74,0.07,0
6242,1957,11,2,73,0.11,0.08
6243,1957,11,3,69,0.09,0.23
6244,1957,11,4,71,0.07,0.1
6245,1957,11,5,73,0.06,0.1
6246,1957,11,6,78,0.06,0.05
6247,1957,11,7,81,0.05,0
6248,1957,11,8,85,0.06,0
6249,1957,11,9,113,0.07,0.76
6250,1957,11,10,117,0,0
6251,1957,11,11,117,0,0.13
6252,1957,11,12,113,0.05,0
6253,1957,11,13,106,0.05,0
6254,1957,11,14,104,0.08,0
6255,1957,11,15,371,0.09,2.24
6256,1957,11,16,378,0.07,0
6257,1957,11,17,309,0.08,0
6258,1957,11,18,241,0.07,0
6259,1957,11,19,360,0.1,0.58
6260,1957,11,20,632,0.06,0.79
6261,1957,11,21,589,0.05,0
6262,1957,11,22,429,0.05,0
6263,1957,11,23,362,0,0
6264,1957,11,24,324,0.05,0
6265,1957,11,25,302,0,0
6266,1957,11,26,274,0,0.05
6267,1957,11,27,237,0,0
6268,1957,11,28,225,0.07,0
6269,1957,11,29,270,0.08,0.51
6270,1957,11,30,358,0.05,0.25
6271,1957,12,1,460,0,1.12
6272,1957,12,2,460,0,0.1
6273,1957,12,3,382,0,0
6274,1957,12,4,335,0,0
6275,1957,12,5,302,0,0
6276,1957,12,6,250,0,0
6277,1957,12,7,430,0.05,0.51
6278,1957,12,8,862,0.05,0.48
6279,1957,12,9,868,0,0.23
6280,1957,12,10,904,0,0.71
6281,1957,12,11,796,0,0.08
6282,1957,12,12,580,0,0.2
6283,1957,12,13,350,0,0.1
6284,1957,12,14,460,0,0.13
6285,1957,12,15,682,0.04,0
6286,1957,12,16,659,0.05,0.25
6287,1957,12,17,676,0.04,0
6288,1957,12,18,558,0,0
6289,1957,12,19,625,0.05,0
6290,1957,12,20,2110,0.08,0.84
6291,1957,12,21,8740,0.08,5.36
6292,1957,12,22,5200,0.05,0
6293,1957,12,23,3310,0.05,0
6294,1957,12,24,2500,0.06,0
6295,1957,12,25,1980,0,0
6296,1957,12,26,2460,0.05,0
6297,1957,12,27,4420,0.04,2.74
6298,1957,12,28,2880,0,0
6299,1957,12,29,2440,0.04,0
6300,1957,12,30,1960,0,0
6301,1957,12,31,1610,0,0
6302,1958,1,1,1700,0.05,0.99
6303,1958,1,2,1600,0,0
6304,1958,1,3,1020,0,0
6305,1958,1,4,740,0,0
6306,1958,1,5,520,0,0
6307,1958,1,6,600,0,0.05
6308,1958,1,7,720,0,0
6309,1958,1,8,680,0,0.48
6310,1958,1,9,540,0,0.05
6311,1958,1,10,450,0,0
6312,1958,1,11,523,0,0
6313,1958,1,12,465,0,0.03
6314,1958,1,13,374,0,0
6315,1958,1,14,438,0,0
6316,1958,1,15,523,0,1.6
6317,1958,1,16,508,0,0.23
6318,1958,1,17,465,0,0.51
6319,1958,1,18,410,0,0.28
6320,1958,1,19,310,0,0
6321,1958,1,20,350,0,0
6322,1958,1,21,350,0,0
6323,1958,1,22,1200,0.05,2.16
6324,1958,1,23,1920,0,0.61
6325,1958,1,24,1250,0,0
6326,1958,1,25,1140,0,0
6327,1958,1,26,1180,0.05,1.07
6328,1958,1,27,1260,0.04,1.3
6329,1958,1,28,1110,0,0.2
6330,1958,1,29,988,0,0.53
6331,1958,1,30,904,0,0
6332,1958,1,31,838,0,0
6333,1958,2,1,724,0,0
6334,1958,2,2,736,0,0
6335,1958,2,3,659,0,0.23
6336,1958,2,4,553,0,0.25
6337,1958,2,5,538,0,0.2
6338,1958,2,6,579,0,0
6339,1958,2,7,615,0,0.15
6340,1958,2,8,513,0,1.85
6341,1958,2,9,340,0,0.25
6342,1958,2,10,390,0,0
6343,1958,2,11,400,0,0
6344,1958,2,12,400,0,0
6345,1958,2,13,380,0,0
6346,1958,2,14,380,0,0
6347,1958,2,15,370,0,0
6348,1958,2,16,330,0,2.62
6349,1958,2,17,330,0,2.16
6350,1958,2,18,340,0,0.23
6351,1958,2,19,350,0,0.25
6352,1958,2,20,360,0,0.13
6353,1958,2,21,370,0,0
6354,1958,2,22,380,0,0
6355,1958,2,23,400,0,0.15
6356,1958,2,24,420,0.06,0
6357,1958,2,25,480,0.06,0
6358,1958,2,26,500,0,0.15
6359,1958,2,27,520,0.06,0.18
6360,1958,2,28,1400,0.06,1.04
6361,1958,3,1,2000,0.07,0.79
6362,1958,3,2,1400,0.07,0
6363,1958,3,3,1300,0.07,0.1
6364,1958,3,4,1300,0,0.43
6365,1958,3,5,1200,0,0
6366,1958,3,6,1100,0.07,0
6367,1958,3,7,1000,0,0.23
6368,1958,3,8,960,0,0
6369,1958,3,9,900,0,0
6370,1958,3,10,920,0,0
6371,1958,3,11,920,0,0
6372,1958,3,12,940,0,0.08
6373,1958,3,13,910,0.07,0
6374,1958,3,14,940,0.07,0.36
6375,1958,3,15,910,0,0.99
6376,1958,3,16,862,0,0.33
6377,1958,3,17,814,0,0.36
6378,1958,3,18,760,0,0
6379,1958,3,19,724,0.07,0
6380,1958,3,20,748,0.07,0.28
6381,1958,3,21,766,0,1.3
6382,1958,3,22,730,0,0.46
6383,1958,3,23,700,0.07,0
6384,1958,3,24,706,0.07,0
6385,1958,3,25,874,0.08,0.13
6386,1958,3,26,1220,0.07,0.79
6387,1958,3,27,1460,0.08,0.13
6388,1958,3,28,1610,0.07,0
6389,1958,3,29,1890,0.07,0
6390,1958,3,30,2290,0.07,0
6391,1958,3,31,3090,0.08,0.33
6392,1958,4,1,2950,0.1,0
6393,1958,4,2,3090,0.1,0
6394,1958,4,3,3880,0.11,0
6395,1958,4,4,4680,0.1,0
6396,1958,4,5,5190,0.11,0
6397,1958,4,6,7870,0.12,0
6398,1958,4,7,12800,0.1,1.93
6399,1958,4,8,9770,0,1.07
6400,1958,4,9,5710,0,0.15
6401,1958,4,10,4360,0.09,0
6402,1958,4,11,4400,0.12,0.25
6403,1958,4,12,4050,0.09,0.28
6404,1958,4,13,3580,0.12,0.13
6405,1958,4,14,4620,0.12,0
6406,1958,4,15,6180,0.15,0
6407,1958,4,16,7200,0.17,0
6408,1958,4,17,7550,0.18,0
6409,1958,4,18,7060,0.2,0
6410,1958,4,19,6300,0.18,0
6411,1958,4,20,5020,0.21,0
6412,1958,4,21,4740,0.26,0.28
6413,1958,4,22,7980,0.22,2.26
6414,1958,4,23,5410,0.21,0
6415,1958,4,24,3830,0.18,0
6416,1958,4,25,2910,0.2,0
6417,1958,4,26,2240,0.11,0
6418,1958,4,27,1820,0.12,0
6419,1958,4,28,2550,0.13,1.45
6420,1958,4,29,2760,0.18,0.43
6421,1958,4,30,2610,0.14,0.51
6422,1958,5,1,2100,0.18,0
6423,1958,5,2,1800,0.2,0
6424,1958,5,3,1870,0.16,0
6425,1958,5,4,2620,0.2,2.01
6426,1958,5,5,2090,0.16,0.1
6427,1958,5,6,1840,0.16,0
6428,1958,5,7,2250,0.13,0.91
6429,1958,5,8,3090,0.14,1.14
6430,1958,5,9,3100,0.16,0.56
6431,1958,5,10,2490,0.14,0
6432,1958,5,11,2190,0.26,0
6433,1958,5,12,2530,0.26,0.84
6434,1958,5,13,1930,0.16,0
6435,1958,5,14,1610,0.14,0
6436,1958,5,15,2030,0.15,1.65
6437,1958,5,16,2680,0.21,1.24
6438,1958,5,17,2080,0.23,0
6439,1958,5,18,2010,0.31,0
6440,1958,5,19,1960,0.31,0.48
6441,1958,5,20,1640,0.22,0.43
6442,1958,5,21,1380,0.21,0.05
6443,1958,5,22,1180,0.19,0
6444,1958,5,23,1080,0.21,0.41
6445,1958,5,24,946,0.19,0
6446,1958,5,25,838,0.26,0
6447,1958,5,26,802,0.18,0.23
6448,1958,5,27,688,0.2,0
6449,1958,5,28,594,0.25,0
6450,1958,5,29,579,0.19,0.86
6451,1958,5,30,533,0.21,0
6452,1958,5,31,465,0.28,0
6453,1958,6,1,420,0.44,0.2
6454,1958,6,2,563,0.34,1.47
6455,1958,6,3,626,0.23,0.74
6456,1958,6,4,475,0.26,0
6457,1958,6,5,395,0.31,0
6458,1958,6,6,713,0.3,2.21
6459,1958,6,7,807,0.19,0
6460,1958,6,8,538,0.24,0
6461,1958,6,9,548,0.37,2.72
6462,1958,6,10,1540,0.28,0.71
6463,1958,6,11,1420,0.38,1.17
6464,1958,6,12,1830,0.3,0.51
6465,1958,6,13,1360,0.29,0
6466,1958,6,14,1500,0.27,0.76
6467,1958,6,15,1140,0.2,0
6468,1958,6,16,928,0.24,0
6469,1958,6,17,802,0.22,0.03
6470,1958,6,18,730,0.2,0.05
6471,1958,6,19,642,0.26,0.05
6472,1958,6,20,563,0.28,0
6473,1958,6,21,508,0.3,0
6474,1958,6,22,470,0.22,0
6475,1958,6,23,420,0.22,0
6476,1958,6,24,374,0.29,0
6477,1958,6,25,343,0.33,0
6478,1958,6,26,339,0.37,0
6479,1958,6,27,378,0.3,1.17
6480,1958,6,28,339,0.28,0
6481,1958,6,29,278,0.29,0
6482,1958,6,30,247,0.37,0
6483,1958,7,1,228,0.43,0
6484,1958,7,2,209,0.46,0
6485,1958,7,3,245,0.45,0.18
6486,1958,7,4,220,0.31,0
6487,1958,7,5,300,0.36,1.27
6488,1958,7,6,403,0.43,0.69
6489,1958,7,7,350,0.39,2.67
6490,1958,7,8,500,0.41,0.33
6491,1958,7,9,800,0.3,1.63
6492,1958,7,10,520,0.33,0
6493,1958,7,11,370,0.41,0
6494,1958,7,12,470,0.37,1.22
6495,1958,7,13,560,0.36,0.33
6496,1958,7,14,470,0.35,0
6497,1958,7,15,390,0.45,0.05
6498,1958,7,16,360,0.44,0.38
6499,1958,7,17,350,0.33,0.71
6500,1958,7,18,310,0.27,0
6501,1958,7,19,270,0.34,0.89
6502,1958,7,20,280,0.29,0
6503,1958,7,21,250,0.28,0
6504,1958,7,22,235,0.28,0
6505,1958,7,23,270,0.37,1.63
6506,1958,7,24,340,0.38,0.08
6507,1958,7,25,300,0.39,0
6508,1958,7,26,240,0.39,0
6509,1958,7,27,215,0.4,0
6510,1958,7,28,230,0.42,0
6511,1958,7,29,215,0.43,0.28
6512,1958,7,30,200,0.37,0.71
6513,1958,7,31,210,0.38,0.79
6514,1958,8,1,250,0.31,0.1
6515,1958,8,2,240,0.28,0
6516,1958,8,3,195,0.29,0
6517,1958,8,4,175,0.31,0
6518,1958,8,5,160,0.28,0
6519,1958,8,6,150,0.29,0
6520,1958,8,7,140,0.33,0
6521,1958,8,8,155,0.33,0.43
6522,1958,8,9,170,0.24,0.79
6523,1958,8,10,190,0.28,0
6524,1958,8,11,205,0.31,0.2
6525,1958,8,12,170,0.24,0
6526,1958,8,13,160,0.36,0
6527,1958,8,14,300,0.34,1.55
6528,1958,8,15,460,0.3,0.43
6529,1958,8,16,270,0.3,0
6530,1958,8,17,200,0.24,0
6531,1958,8,18,170,0.25,0
6532,1958,8,19,150,0.25,0
6533,1958,8,20,135,0.23,0
6534,1958,8,21,124,0.34,0
6535,1958,8,22,165,0.32,1.37
6536,1958,8,23,155,0.22,0
6537,1958,8,24,140,0.23,0
6538,1958,8,25,350,0.24,3.12
6539,1958,8,26,410,0.23,0
6540,1958,8,27,290,0.23,0
6541,1958,8,28,210,0.25,0
6542,1958,8,29,170,0.28,0
6543,1958,8,30,150,0.29,0
6544,1958,8,31,135,0.36,0
6545,1958,9,1,150,0.25,1.09
6546,1958,9,2,140,0.17,0
6547,1958,9,3,125,0.17,0
6548,1958,9,4,118,0.25,0.1
6549,1958,9,5,110,0.3,0.1
6550,1958,9,6,104,0.23,0
6551,1958,9,7,210,0.26,0.41
6552,1958,9,8,500,0.17,3.86
6553,1958,9,9,420,0.16,0.28
6554,1958,9,10,370,0.19,0.64
6555,1958,9,11,330,0.15,0.28
6556,1958,9,12,280,0.14,0.05
6557,1958,9,13,235,0.15,0
6558,1958,9,14,205,0.19,0
6559,1958,9,15,185,0.24,0
6560,1958,9,16,190,0.26,0
6561,1958,9,17,520,0.23,1.55
6562,1958,9,18,540,0.22,0.84
6563,1958,9,19,520,0.17,0.25
6564,1958,9,20,440,0.16,0
6565,1958,9,21,460,0.17,0
6566,1958,9,22,880,0.21,0.58
6567,1958,9,23,560,0.18,0
6568,1958,9,24,440,0.17,0
6569,1958,9,25,370,0.28,0
6570,1958,9,26,330,0.3,0
6571,1958,9,27,370,0.19,0.1
6572,1958,9,28,430,0.15,1.09
6573,1958,9,29,360,0.12,0
6574,1958,9,30,310,0.12,0
6575,1958,10,1,374,0.12,0.81
6576,1958,10,2,399,0.09,0.25
6577,1958,10,3,347,0.09,0
6578,1958,10,4,306,0.14,0
6579,1958,10,5,278,0.13,0
6580,1958,10,6,254,0.07,0
6581,1958,10,7,234,0.11,0
6582,1958,10,8,215,0.14,0
6583,1958,10,9,206,0.16,0
6584,1958,10,10,194,0.16,0
6585,1958,10,11,191,0.15,0.3
6586,1958,10,12,186,0.08,0.08
6587,1958,10,13,183,0.07,0
6588,1958,10,14,188,0.06,0.28
6589,1958,10,15,180,0.13,0
6590,1958,10,16,169,0.16,0
6591,1958,10,17,164,0.17,0
6592,1958,10,18,158,0.11,0.05
6593,1958,10,19,151,0.07,0
6594,1958,10,20,148,0.09,0
6595,1958,10,21,146,0.09,0
6596,1958,10,22,143,0.1,0
6597,1958,10,23,260,0.13,0.66
6598,1958,10,24,489,0.16,2.41
6599,1958,10,25,1180,0.11,1.3
6600,1958,10,26,3570,0.06,3.96
6601,1958,10,27,3100,0.06,1.85
6602,1958,10,28,2970,0.07,0.25
6603,1958,10,29,3450,0.07,0.33
6604,1958,10,30,3470,0.07,0.33
6605,1958,10,31,2750,0.1,0
6606,1958,11,1,2300,0.06,0
6607,1958,11,2,1940,0,0
6608,1958,11,3,3100,0.06,2.9
6609,1958,11,4,3110,0.06,0.33
6610,1958,11,5,2620,0.07,0
6611,1958,11,6,2280,0.08,0
6612,1958,11,7,1970,0.05,0
6613,1958,11,8,1700,0.05,0
6614,1958,11,9,1500,0.07,0
6615,1958,11,10,1380,0.06,0.18
6616,1958,11,11,1380,0.06,0.28
6617,1958,11,12,1130,0.07,0
6618,1958,11,13,982,0.05,0
6619,1958,11,14,988,0.08,0.3
6620,1958,11,15,1120,0.1,0.2
6621,1958,11,16,1360,0.09,0.69
6622,1958,11,17,1210,0.07,0
6623,1958,11,18,1350,0.11,0.36
6624,1958,11,19,1620,0.1,0.15
6625,1958,11,20,1780,0.07,0.58
6626,1958,11,21,1610,0.06,0.2
6627,1958,11,22,1540,0.05,0.13
6628,1958,11,23,1330,0,0
6629,1958,11,24,1200,0.07,0
6630,1958,11,25,1110,0,0.15
6631,1958,11,26,1040,0.06,0
6632,1958,11,27,1110,0.05,0.51
6633,1958,11,28,1010,0,0
6634,1958,11,29,2410,0,2.87
6635,1958,11,30,1930,0,0.2
6636,1958,12,1,1590,0,0.13
6637,1958,12,2,1550,0,0
6638,1958,12,3,1390,0,0
6639,1958,12,4,1280,0.04,0.48
6640,1958,12,5,1530,0.05,0.05
6641,1958,12,6,2350,0,1.22
6642,1958,12,7,1460,0,0
6643,1958,12,8,1300,0,0
6644,1958,12,9,1210,0,0.25
6645,1958,12,10,1010,0,0
6646,1958,12,11,778,0,0
6647,1958,12,12,736,0,0
6648,1958,12,13,740,0,0
6649,1958,12,14,680,0,0
6650,1958,12,15,600,0,0
6651,1958,12,16,500,0,0
6652,1958,12,17,460,0,0.18
6653,1958,12,18,500,0,0
6654,1958,12,19,580,0.04,0
6655,1958,12,20,480,0,0.33
6656,1958,12,21,380,0,0
6657,1958,12,22,390,0,0
6658,1958,12,23,410,0,0
6659,1958,12,24,560,0,0
6660,1958,12,25,500,0,0
6661,1958,12,26,400,0,0.03
6662,1958,12,27,360,0,0
6663,1958,12,28,380,0.04,0
6664,1958,12,29,400,0,0
6665,1958,12,30,390,0,0
6666,1958,12,31,330,0,0
6667,1959,1,1,310,0,0
6668,1959,1,2,410,0.05,0.51
6669,1959,1,3,540,0.04,0
6670,1959,1,4,600,0,0
6671,1959,1,5,270,0,0.15
6672,1959,1,6,230,0,0
6673,1959,1,7,240,0,0
6674,1959,1,8,240,0,0.08
6675,1959,1,9,230,0,0
6676,1959,1,10,220,0,0.1
6677,1959,1,11,205,0,0.08
6678,1959,1,12,205,0,0
6679,1959,1,13,190,0,0.13
6680,1959,1,14,190,0,0.1
6681,1959,1,15,220,0,0.05
6682,1959,1,16,310,0,0.43
6683,1959,1,17,460,0,1.04
6684,1959,1,18,400,0,0
6685,1959,1,19,350,0,0
6686,1959,1,20,350,0,0.08
6687,1959,1,21,1600,0.05,0.69
6688,1959,1,22,17000,0.06,3.23
6689,1959,1,23,6540,0,0
6690,1959,1,24,2970,0,0.03
6691,1959,1,25,2380,0,0.2
6692,1959,1,26,1800,0,0.23
6693,1959,1,27,1470,0,0.13
6694,1959,1,28,1150,0,0
6695,1959,1,29,1020,0,0
6696,1959,1,30,1480,0.05,0.43
6697,1959,1,31,2110,0,0.18
6698,1959,2,1,850,0,0
6699,1959,2,2,640,0,0
6700,1959,2,3,620,0,0
6701,1959,2,4,1000,0.06,0.43
6702,1959,2,5,1400,0,0.18
6703,1959,2,6,840,0,0
6704,1959,2,7,520,0,0
6705,1959,2,8,450,0,0
6706,1959,2,9,400,0,0
6707,1959,2,10,1500,0,1.68
6708,1959,2,11,2150,0,0.25
6709,1959,2,12,900,0,0
6710,1959,2,13,760,0,0.05
6711,1959,2,14,840,0,0.25
6712,1959,2,15,1300,0,0.66
6713,1959,2,16,840,0,0
6714,1959,2,17,680,0.05,0
6715,1959,2,18,620,0,0
6716,1959,2,19,480,0,0.79
6717,1959,2,20,290,0,0
6718,1959,2,21,380,0,0
6719,1959,2,22,450,0,0.1
6720,1959,2,23,440,0,0
6721,1959,2,24,440,0,0.74
6722,1959,2,25,420,0,0
6723,1959,2,26,390,0,0
6724,1959,2,27,380,0,0
6725,1959,2,28,520,0,0
6726,1959,3,1,860,0.08,0
6727,1959,3,2,940,0.07,0
6728,1959,3,3,800,0,0
6729,1959,3,4,880,0.08,0.3
6730,1959,3,5,700,0,0
6731,1959,3,6,2100,0.09,0.53
6732,1959,3,7,2700,0,0.33
6733,1959,3,8,1050,0,0
6734,1959,3,9,900,0,0.15
6735,1959,3,10,760,0,0.81
6736,1959,3,11,540,0,0
6737,1959,3,12,460,0,0.89
6738,1959,3,13,440,0,1.32
6739,1959,3,14,510,0,0
6740,1959,3,15,740,0.07,0
6741,1959,3,16,2500,0.08,0.18
6742,1959,3,17,1700,0,0
6743,1959,3,18,1020,0,0.28
6744,1959,3,19,860,0,0
6745,1959,3,20,1970,0.11,0
6746,1959,3,21,2920,0.1,0
6747,1959,3,22,2640,0,0.74
6748,1959,3,23,1730,0,0
6749,1959,3,24,1850,0.08,0
6750,1959,3,25,2460,0.1,0
6751,1959,3,26,2990,0.1,0
6752,1959,3,27,2810,0.08,0.64
6753,1959,3,28,2080,0,0.91
6754,1959,3,29,1500,0,0
6755,1959,3,30,1600,0.07,0.13
6756,1959,3,31,1730,0.1,0
6757,1959,4,1,2690,0.14,0
6758,1959,4,2,5150,0.17,0
6759,1959,4,3,9600,0.12,2.11
6760,1959,4,4,6230,0.12,0.38
6761,1959,4,5,4130,0.11,0
6762,1959,4,6,3780,0.13,0.41
6763,1959,4,7,3370,0.1,0.23
6764,1959,4,8,2820,0.17,0
6765,1959,4,9,2860,0.15,0.64
6766,1959,4,10,2920,0.13,0.1
6767,1959,4,11,3110,0.12,0.58
6768,1959,4,12,2590,0.09,0
6769,1959,4,13,2150,0.08,0
6770,1959,4,14,1850,0.09,0
6771,1959,4,15,1600,0.13,0
6772,1959,4,16,1420,0.16,0
6773,1959,4,17,1280,0.18,0
6774,1959,4,18,1180,0.17,0
6775,1959,4,19,1130,0.21,0
6776,1959,4,20,1380,0.17,1.02
6777,1959,4,21,1490,0.11,0.23
6778,1959,4,22,1260,0.11,0
6779,1959,4,23,1150,0.13,0
6780,1959,4,24,1060,0.14,0
6781,1959,4,25,964,0.2,0
6782,1959,4,26,927,0.21,0.1
6783,1959,4,27,1520,0.14,0.91
6784,1959,4,28,2630,0.12,2.16
6785,1959,4,29,2310,0.16,0.41
6786,1959,4,30,2160,0.18,0.13
6787,1959,5,1,1890,0.18,0.2
6788,1959,5,2,1640,0.16,0
6789,1959,5,3,1470,0.18,0.08
6790,1959,5,4,1270,0.18,0
6791,1959,5,5,1110,0.21,0
6792,1959,5,6,984,0.25,0
6793,1959,5,7,885,0.32,0
6794,1959,5,8,781,0.25,0
6795,1959,5,9,720,0.16,0
6796,1959,5,10,650,0.21,0
6797,1959,5,11,605,0.39,0
6798,1959,5,12,676,0.35,0.69
6799,1959,5,13,710,0.28,0.23
6800,1959,5,14,650,0.2,0.33
6801,1959,5,15,605,0.14,0
6802,1959,5,16,585,0.14,0.28
6803,1959,5,17,570,0.15,0.05
6804,1959,5,18,515,0.2,0
6805,1959,5,19,480,0.22,0
6806,1959,5,20,465,0.4,0.15
6807,1959,5,21,428,0.38,0.2
6808,1959,5,22,410,0.44,0
6809,1959,5,23,395,0.29,0
6810,1959,5,24,470,0.21,0
6811,1959,5,25,401,0.21,0.41
6812,1959,5,26,356,0.3,0
6813,1959,5,27,323,0.34,0
6814,1959,5,28,308,0.35,0.05
6815,1959,5,29,299,0.33,0
6816,1959,5,30,340,0.35,0.05
6817,1959,5,31,282,0.34,0
6818,1959,6,1,250,0.34,0
6819,1959,6,2,272,0.33,0.03
6820,1959,6,3,439,0.33,2.21
6821,1959,6,4,359,0.31,0
6822,1959,6,5,293,0.34,0
6823,1959,6,6,257,0.34,0
6824,1959,6,7,240,0.3,0.53
6825,1959,6,8,243,0.38,0
6826,1959,6,9,217,0.4,0
6827,1959,6,10,191,0.42,0
6828,1959,6,11,174,0.44,0
6829,1959,6,12,157,0.4,0
6830,1959,6,13,154,0.4,0.03
6831,1959,6,14,148,0.25,0.08
6832,1959,6,15,130,0.22,0
6833,1959,6,16,128,0.22,0
6834,1959,6,17,135,0.21,0.36
6835,1959,6,18,138,0.22,0.25
6836,1959,6,19,159,0.25,0.69
6837,1959,6,20,174,0.31,0
6838,1959,6,21,162,0.35,0.05
6839,1959,6,22,162,0.33,0
6840,1959,6,23,182,0.31,0.79
6841,1959,6,24,146,0.27,0
6842,1959,6,25,157,0.34,0.56
6843,1959,6,26,154,0.47,0.05
6844,1959,6,27,148,0.47,0.23
6845,1959,6,28,194,0.5,0.74
6846,1959,6,29,185,0.54,0
6847,1959,6,30,138,0.42,0.08
6848,1959,7,1,118,0.36,0
6849,1959,7,2,107,0.39,0.08
6850,1959,7,3,98,0.28,0.08
6851,1959,7,4,88,0.3,0
6852,1959,7,5,79,0.33,0
6853,1959,7,6,86,0.36,0
6854,1959,7,7,111,0.27,1.52
6855,1959,7,8,94,0.29,0
6856,1959,7,9,82,0.35,0
6857,1959,7,10,77,0.4,0
6858,1959,7,11,74,0.4,0.36
6859,1959,7,12,74,0.35,0
6860,1959,7,13,86,0.39,0.56
6861,1959,7,14,83,0.36,0
6862,1959,7,15,90,0.38,0
6863,1959,7,16,74,0.36,0
6864,1959,7,17,69,0.39,0
6865,1959,7,18,63,0.38,0
6866,1959,7,19,60,0.5,0
6867,1959,7,20,62,0.41,0
6868,1959,7,21,94,0.44,2.08
6869,1959,7,22,92,0.39,0
6870,1959,7,23,85,0.43,0.2
6871,1959,7,24,85,0.45,0.64
6872,1959,7,25,76,0.41,0.25
6873,1959,7,26,68,0.32,0
6874,1959,7,27,63,0.33,0.03
6875,1959,7,28,60,0.38,0
6876,1959,7,29,56,0.43,0
6877,1959,7,30,66,0.48,0
6878,1959,7,31,90,0.52,0
6879,1959,8,1,85,0.35,0
6880,1959,8,2,62,0.23,0.08
6881,1959,8,3,55,0.25,0
6882,1959,8,4,52,0.27,0
6883,1959,8,5,98,0.28,0.94
6884,1959,8,6,107,0.25,0.15
6885,1959,8,7,81,0.31,0.05
6886,1959,8,8,68,0.32,0
6887,1959,8,9,63,0.35,0
6888,1959,8,10,88,0.31,3.07
6889,1959,8,11,113,0.32,0
6890,1959,8,12,94,0.31,0
6891,1959,8,13,81,0.38,0
6892,1959,8,14,68,0.35,0
6893,1959,8,15,58,0.46,0
6894,1959,8,16,52,0.42,0
6895,1959,8,17,49,0.43,0
6896,1959,8,18,52,0.39,3.71
6897,1959,8,19,62,0.31,0.03
6898,1959,8,20,66,0.35,0
6899,1959,8,21,60,0.38,0
6900,1959,8,22,58,0.41,0.2
6901,1959,8,23,55,0.3,0
6902,1959,8,24,56,0.3,1.22
6903,1959,8,25,79,0.36,2.62
6904,1959,8,26,109,0.31,0
6905,1959,8,27,94,0.38,0.08
6906,1959,8,28,76,0.37,0
6907,1959,8,29,66,0.39,0
6908,1959,8,30,66,0.36,0.41
6909,1959,8,31,81,0.37,0.1
6910,1959,9,1,83,0.33,0.97
6911,1959,9,2,98,0.32,0.05
6912,1959,9,3,103,0.31,2.16
6913,1959,9,4,111,0.26,0
6914,1959,9,5,94,0.24,0
6915,1959,9,6,74,0.24,0
6916,1959,9,7,66,0.23,0
6917,1959,9,8,58,0.3,0
6918,1959,9,9,55,0.33,0
6919,1959,9,10,60,0.33,0.69
6920,1959,9,11,68,0.22,1.24
6921,1959,9,12,111,0.15,0
6922,1959,9,13,88,0.16,0
6923,1959,9,14,79,0.14,0
6924,1959,9,15,81,0.15,0
6925,1959,9,16,72,0.12,0.08
6926,1959,9,17,66,0.1,0
6927,1959,9,18,63,0.11,0
6928,1959,9,19,62,0.13,0.15
6929,1959,9,20,60,0.15,0
6930,1959,9,21,57,0.22,0
6931,1959,9,22,57,0.25,0
6932,1959,9,23,55,0.27,0.25
6933,1959,9,24,52,0.25,0
6934,1959,9,25,52,0.2,0.84
6935,1959,9,26,55,0.17,0
6936,1959,9,27,53,0.23,0
6937,1959,9,28,51,0.29,0
6938,1959,9,29,58,0.26,0.03
6939,1959,9,30,77,0.29,2.06
6940,1959,10,1,109,0.21,0.2
6941,1959,10,2,199,0.16,1.65
6942,1959,10,3,197,0.13,0
6943,1959,10,4,157,0.19,0
6944,1959,10,5,130,0.18,0
6945,1959,10,6,196,0.21,0.56
6946,1959,10,7,475,0.17,1.73
6947,1959,10,8,530,0.18,0.99
6948,1959,10,9,2410,0.21,4.62
6949,1959,10,10,1840,0.15,0.13
6950,1959,10,11,1090,0.14,0
6951,1959,10,12,825,0.12,0.08
6952,1959,10,13,660,0.09,0
6953,1959,10,14,635,0.08,0.74
6954,1959,10,15,595,0.09,0
6955,1959,10,16,490,0.09,0
6956,1959,10,17,419,0.11,0
